parcel_id,max_built_dua,max_built_non_res_far,zoningmodcat
99293,199.0,,22594EME1brt1NANA
103185,8.0,,56938NAb2NANA
103387,59.0,,53000OKD8bart2NANA
103395,62.0,,06000OKD8b2NANA
103397,74.0,,06000OKD8b3NANA
103399,62.0,,06000OKD8b3NANA
103556,114.0,,06000BER3brt1NANA
103841,24.0,,06000BER1bart2NANA
103968,30.0,,06000BER1bart2NANA
103981,31.0,,06000BER1bart2NANA
103990,37.0,,06000BER1bart2NANA
104192,35.0,,06000NAbrt1NANA
104409,36.0,,06000BER1bart2NANA
104780,19.0,,06000NAbrt2NANA
105483,17.0,,06000BER5brt2NANA
106735,129.0,,06000BER3brt1NANA
106849,,0.9,06000NAbrt1NANA
106977,108.0,,06000BER3brt1NANA
106999,110.0,,06000BER3brt1NANA
108238,17.0,,06000NAbrt2NANA
108321,34.0,,06000BER4bart2NANA
108901,111.0,,06000BER3brt1NANA
108921,111.0,,06000BER3brt1NANA
108962,106.0,,06000BER3brt1NANA
109023,110.0,,06000BER3brt1NANA
109042,112.0,,06000BER3brt1NANA
109194,104.0,,06000BER3brt1NANA
110060,,3.2,06000BER4bart2NANA
110101,33.0,,06000BER5bart2NANA
110120,35.0,,06000BER4brt2NANA
110140,35.0,,06000BER4brt2NANA
110255,25.0,,06000NAbart2NANA
110477,24.0,,06000BER5brt2NANA
110683,22.0,,06000BER5brt2NANA
111081,28.0,,06000BER5brt2NANA
111083,20.0,,06000BER5brt2NANA
111268,16.0,,06000BER5bart2NANA
111291,17.0,,06000BER5bart2NANA
111417,260.0,,06000BER2bart2NANA
111440,272.0,,06000BER2bart2NANA
111449,276.0,,06000BER2bart2NANA
111456,279.0,,06000BER2bart2NANA
111505,277.0,,06000BER2bart2NANA
111506,277.0,,06000BER2bart2NANA
111507,271.0,,06000BER2bart2NANA
111513,261.0,,06000BER2bart2NANA
111522,273.0,,06000BER2bart2NANA
111861,14.0,,06000NAb1NANA
112315,17.0,,06000NAbrt1NANA
112460,,2.6,06000BER3brt1NANA
112628,55.0,,06000BER3brt1NANA
112666,20.0,,06000NAbrt1NANA
112871,27.0,,06000NAbrt1NANA
112880,25.0,,06000NAbrt1NANA
113042,28.0,,06000NAbrt1NANA
113052,30.0,,06000NAbrt1NANA
113220,61.0,,06000BER6brt1NANA
113364,107.0,,06000BER3brt1NANA
113366,115.0,,06000BER3brt1NANA
113374,25.0,,06000BER6bart2NANA
113433,109.0,,06000BER3brt1NANA
113436,110.0,,06000BER3brt1NANA
114368,260.0,,06000BER2bart2NANA
114370,260.0,,06000BER2bart2NANA
114385,275.0,,06000BER2bart2NANA
114395,275.0,,06000BER2bart2NANA
114406,260.0,,06000BER2bart2NANA
114414,275.0,,06000BER2bart2NANA
114422,275.0,,06000BER2bart2NANA
114427,275.0,,06000BER2bart2NANA
114445,275.0,,06000BER2bart2NANA
114460,265.0,,06000BER2bart2NANA
114487,273.0,,06000BER2bart2NANA
114491,275.0,,06000BER2bart2NANA
114492,273.0,,06000BER2bart2NANA
114505,278.0,,06000BER2bart2NANA
114574,260.0,,06000BER2bart2NANA
114597,270.0,,06000BER2bart2NANA
114637,275.0,,06000BER2bart2NANA
114649,275.0,,06000BER2bart2NANA
114878,20.0,,06000BER6bart2NANA
115156,19.0,,06000BER6bart2NANA
115390,92.0,,06000BER6brt1NANA
115415,19.0,,06000NAbrt1NANA
115494,106.0,,06000BER6brt1NANA
115784,88.0,,06000BER3brt1NANA
115787,93.0,,06000BER3brt1NANA
115811,93.0,,06000BER3brt1NANA
117024,,0.9,06000NAbart2NANA
118074,27.0,,06000NAb2NANA
118080,24.0,,06000NAb2NANA
118989,110.0,,06000BER3brt1NANA
118990,108.0,,06000BER3brt1NANA
119371,33.0,,06000NAbrt1NANA
119483,94.0,,06000BER3brt1NANA
119706,22.0,,06000BER3brt1NANA
119709,107.0,,06000BER3brt1NANA
120052,109.0,,06000BER3brt1NANA
120088,109.0,,06000BER3brt1NANA
120361,15.0,,06000NAbrt1NANA
121497,7.0,,06000NAb2NANA
128296,8.0,,06000NANANANA
128576,5.0,,06000NANANANA
129025,26.0,,06000NANANANA
129298,8.0,,06000NAb2NANA
129692,58.0,,00674ALB1brt1NANA
130003,46.0,,00674ALB1b2NANA
130344,38.0,,00674ALB1b2NANA
130814,,0.9,00674ALB1brt1NANA
130815,,0.8,00674ALB1brt1NANA
131477,50.0,,00674NAbrt1NANA
131483,52.0,,00674NAbrt1NANA
131528,62.0,,00674ALB1brt1NANA
131608,61.0,,00674ALB1brt1NANA
132262,55.0,,00674ALB1bart2NANA
132370,60.0,,00674ALB1brt1NANA
132378,52.0,,00674ALB1brt1NANA
132395,63.0,,00674ALB1brt1NANA
132401,63.0,,00674ALB1brt1NANA
132584,57.0,,00674ALB1brt1NANA
132597,62.0,,00674ALB1brt1NANA
132924,62.0,,00674ALB1brt1NANA
132925,58.0,,00674ALB1brt1NANA
132929,52.0,,00674NAbrt1NANA
137583,22.0,,00562NAbrt2NANA
137781,17.0,,00562NAbrt2NANA
138418,31.0,,00562NAbrt2NANA
138457,31.0,,00562ALA2brt2NANA
138482,18.0,,00562ALA2brt2NANA
138489,31.0,,00562ALA2brt2NANA
138492,30.0,,00562ALA2brt2NANA
138523,37.0,,00562ALA2brt2NANA
138604,46.0,,00562ALA2brt2NANA
138680,100.0,,00562NAbrt2NANA
140362,23.0,,00562ALA2brt2NANA
140378,22.0,,00562ALA2brt2NANA
143323,112.0,,00562NAbrt2NANA
143578,90.0,,00562NAbrt2NANA
143614,93.0,,00562NAbrt2NANA
143855,23.0,,00562NAbrt2NANA
143910,21.0,,00562NAbrt2NANA
147431,102.0,,00562NAb2NANA
152277,8.0,,00562ALA1brt2NANA
152280,7.0,,00562ALA1brt2NANA
152694,110.0,,68084SLE3bart1NANA
152697,108.0,,68084SLE3bart1NANA
152699,108.0,,68084SLE3bart1NANA
152712,105.0,,68084SLE3bart1NANA
152722,107.0,,68084SLE3bart1NANA
152723,109.0,,68084SLE3bart1NANA
152738,105.0,,68084SLE3bart1NANA
152765,103.0,,68084SLE3bart1NANA
152805,109.0,,68084SLE3bart1NANA
152820,104.0,,68084SLE3bart1NANA
152861,104.0,,68084SLE3bart1NANA
152864,109.0,,68084SLE3bart1NANA
152948,108.0,,68084SLE3bart1NANA
153030,46.0,,68084SLE3bart1NANA
153031,46.0,,68084SLE3bart1NANA
153156,104.0,,68084SLE3bart1NANA
153562,13.0,,68084NAbart1NANA
153882,74.0,,68084SLE3bart1NANA
153904,76.0,,68084SLE3bart1NANA
153915,73.0,,68084SLE3bart1NANA
153935,76.0,,68084SLE3bart1NANA
154005,77.0,,68084SLE3bart1NANA
154015,78.0,,68084SLE3bart1NANA
154191,78.0,,68084SLE3brt1NANA
154274,74.0,,68084SLE3bart1NANA
154281,73.0,,68084SLE3brt1NANA
155084,6.0,,68084NAb2NANA
155169,7.0,,68084NANANANA
155338,106.0,,68084SLE3bart1NANA
155344,107.0,,68084SLE3bart1NANA
155560,23.0,,68084NAbrt1NANA
155700,90.0,,68084SLE3brt1NANA
155772,92.0,,68084SLE3brt1NANA
157405,4.0,,68084NAb3NANA
157566,90.0,,68084SLE3brt1NANA
157583,87.0,,68084SLE3brt1NANA
157680,96.0,,68084SLE3brt1NANA
157700,93.0,,68084SLE3brt1NANA
157779,92.0,,68084SLE3brt1NANA
157819,91.0,,68084SLE3brt1NANA
157855,91.0,,68084SLE3brt1NANA
157879,91.0,,68084SLE3brt1NANA
157919,87.0,,68084SLE3brt1NANA
157935,91.0,,68084SLE3bart1NANA
157955,106.0,,68084SLE3bart1NANA
157983,105.0,,68084SLE3bart1NANA
157984,105.0,,68084SLE3bart1NANA
158927,109.0,,68084SLE3brt1NANA
158994,101.0,,68084SLE3brt1NANA
159020,102.0,,68084SLE3bart1NANA
159021,109.0,,68084SLE3bart1NANA
159023,102.0,,68084SLE3bart1NANA
159050,106.0,,68084SLE3brt1NANA
159088,104.0,,68084SLE3brt1NANA
159122,105.0,,68084SLE3brt1NANA
159147,40.0,,68084SLE2b2NANA
159237,107.0,,68084SLE3bart1NANA
159246,102.0,,68084SLE3bart1NANA
159272,108.0,,68084SLE3bart1NANA
159273,109.0,,68084SLE3bart1NANA
159274,106.0,,68084SLE3bart1NANA
159280,105.0,,68084SLE3bart1NANA
159283,105.0,,68084SLE3bart1NANA
159284,109.0,,68084SLE3bart1NANA
159286,110.0,,68084SLE3bart1NANA
159312,101.0,,68084SLE3bart1NANA
159320,105.0,,68084SLE3brt1NANA
159333,102.0,,68084SLE3bart1NANA
159351,108.0,,68084SLE3bart1NANA
159401,106.0,,68084SLE3bart1NANA
159641,,5.1,68084SLE2b2NANA
159642,17.0,,68084SLE2b2NANA
162554,,0.4,68084NANANANA
164650,20.0,,68084NANANANA
165251,48.0,,68084SLE1bart1NANA
165514,18.0,,68084NAbart1NANA
165515,47.0,,68084SLE1bart1NANA
166226,21.0,,68084SLE2b2NANA
166288,40.0,,68084SLE2b2NANA
166557,43.0,,68084SLE2b1NANA
166563,41.0,,68084SLE2b1NANA
166564,41.0,,68084SLE2b1NANA
166860,39.0,,68084SLE2b1NANA
166942,44.0,,68084SLE1b1NANA
167193,58.0,,68084SLE1bart1NANA
167197,54.0,,68084SLE1bart1NANA
167198,46.0,,68084SLE1bart1NANA
167208,46.0,,68084SLE1b1NANA
167327,43.0,,68084SLE2b2NANA
168335,40.0,,68084SLE1b1NANA
168589,85.0,,33000HAY3_bbart2NANA
168612,85.0,,33000HAY3_bNANANA
168629,85.0,,33000HAY3_bNANANA
168638,85.0,,33000HAY3_bbart2NANA
168658,85.0,,33000HAY3_bbart2NANA
168743,85.0,,33000HAY3_bbart2NANA
168746,85.0,,33000HAY3_bbart2NANA
168754,85.0,,33000HAY3_bb2NANA
168766,85.0,,33000HAY3_bNANANA
168775,29.0,,33000NAb2NANA
168776,15.0,,33000NAbart2NANA
168778,85.0,,33000HAY3_bbart2NANA
168781,85.0,,33000HAY3_bbart2NANA
168786,32.0,,33000NAbart2NANA
168797,85.0,,33000HAY3_bbart2NANA
168951,67.0,,33000HAY3_bNANANA
169383,7.0,,33000NANANANA
169914,,1.3,33000NANANANA
173573,44.0,,00001ALC2bart1NANA
173626,18.0,,00001ALC2bart1NANA
173802,20.0,,00001ALC2bart1NANA
173816,37.0,,00001ALC2bart1NANA
173924,17.0,,00001ALC2b1NANA
174163,17.0,,00001ALC2b1NANA
174182,18.0,,00001ALC2b1NANA
174213,38.0,,00001ALC2bart1NANA
174234,44.0,,00001ALC2b1NANA
174308,43.0,,00001ALC2b2NANA
174351,41.0,,00001ALC2b2NANA
174519,47.0,,00001ALC2b3NANA
174526,44.0,,00001ALC2b3NANA
174535,43.0,,00001ALC2b3NANA
174581,17.0,,00001ALC2b3NANA
174744,20.0,,00001ALC2NANANA
176392,18.0,,00001ALC2b3NANA
176405,17.0,,00001ALC2b3NANA
176407,16.0,,00001ALC2b3NANA
176418,35.0,,00001ALC2b3NANA
176423,38.0,,00001ALC2NANANA
176755,36.0,,00001ALC2bart1NANA
176881,18.0,,00001ALC2b3NANA
176895,17.0,,00001ALC2b3NANA
177268,40.0,,68084SLE1bart1NANA
177279,58.0,,00001SLE1bart1NANA
177358,62.0,,68084SLE1bart1NANA
177359,62.0,,68084SLE1bart1NANA
177368,47.0,,68084SLE1bart1NANA
181468,8.0,,68084NANANANA
183799,16.0,,33000NANANANA
185448,85.0,,33000HAY3_bNANANA
185767,31.0,,33000NANANANA
185953,44.0,,00001ALC1bart3NANA
185988,43.0,,00001ALC1bart3NANA
185991,44.0,,00001ALC1bart3NANA
185996,44.0,,00001ALC1bart3NANA
186001,44.0,,00001ALC1bart3NANA
186011,47.0,,00001ALC1bart3NANA
186025,47.0,,00001ALC1bart3NANA
186026,47.0,,00001ALC1bart3NANA
186035,44.0,,00001ALC1bart3NANA
186040,45.0,,00001ALC1bart3NANA
186057,55.0,,00001ALC1bart3NANA
186082,42.0,,00001ALC1bart3NANA
186086,47.0,,00001ALC1bart3NANA
186104,48.0,,00001ALC1bart3NANA
186111,49.0,,00001ALC1bart3NANA
186115,42.0,,00001ALC1bart3NANA
186153,44.0,,00001ALC1bart3NANA
186155,46.0,,00001ALC1bart3NANA
186165,50.0,,00001ALC1bart3NANA
186295,55.0,,00001ALC1bart3NANA
186300,46.0,,00001ALC1bart3NANA
186493,57.0,,00001ALC1bart3NANA
190024,49.0,,00001ALC1bart3NANA
190027,44.0,,00001ALC1bart3NANA
190032,49.0,,00001ALC1bart3NANA
190918,31.0,,00001ALC1bart3NANA
198558,30.0,,00001NANANANA
202162,8.0,,33000NANANANA
202179,8.0,,33000NANANANA
202189,7.0,,33000NANANANA
202378,8.0,,33000NANANANA
203581,7.0,,81204NAbart2NANA
203591,10.0,,81204NAbart2NANA
203603,,1.3,81204NAbart2NANA
203792,5.0,,81204NANANANA
205983,47.0,,50916NEW2NANANA
206055,38.0,,50916NEW2NANANA
206323,41.0,,50916NEW2NANANA
206896,,0.9,50916NANANANA
211352,5.0,,50916NANANANA
218406,42.0,,41992LIV1b2NANA
218411,41.0,,41992LIV1b2NANA
218429,107.0,,41992LIV1b2NANA
218431,106.0,,41992LIV1b2NANA
218440,105.0,,41992LIV1b2NANA
218441,,3.2,41992LIV1b2NANA
218472,44.0,,41992LIV1b2NANA
218492,40.0,,41992LIV1b2NANA
218523,110.0,,41992LIV1b2NANA
218599,39.0,,41992LIV1b2NANA
218625,41.0,,41992LIV1b2NANA
219214,105.0,,41992LIV1b2NANA
219216,,3.2,41992LIV1b2NANA
219261,37.0,,41992NAb3NANA
219806,43.0,,41992LIV1b2NANA
219816,41.0,,41992LIV1b2NANA
221574,23.0,,41992LIV1b2NANA
221595,23.0,,41992LIV1b2NANA
221741,35.0,,41992NAb2NANA
222001,44.0,,41992LIV1b2NANA
222012,43.0,,41992LIV1b2NANA
224762,3.0,,41992NAb3NANA
224776,111.0,,41992LIV1b2NANA
224897,,3.2,41992LIV1b2NANA
224899,112.0,,41992LIV1b2NANA
227888,107.0,,41992LIV1b3NANA
233738,39.0,,41992NANANANA
236441,3.0,,41992NANANANA
236657,111.0,,41992LIV3NANANA
236680,111.0,,41992LIV3NANANA
237331,111.0,,41992LIV3NANANA
238228,37.0,,41992NANANANA
239166,28.0,,41992LIV2NANANA
240914,7.0,,41992NANANANA
241064,5.0,,41992NANANANA
241823,3.0,,41992NANANANA
244430,5.0,,00001NANAubzNA
244557,28.0,,41992LIV2NANANA
244584,28.0,,41992LIV2NANANA
244592,27.0,,41992LIV2NANANA
244597,28.0,,41992LIV2NANANA
244641,27.0,,41992LIV2NANANA
245341,28.0,,41992LIV2NANANA
246004,27.0,,41992LIV2NANANA
250052,36.0,,00001ALC3b3NANA
250053,36.0,,00001ALC3b3NANA
250096,36.0,,00001ALC3b3NANA
250235,42.0,,00001ALC3b3NANA
250236,46.0,,00001ALC3b3NANA
250247,35.0,,00001ALC3b3NANA
250272,35.0,,00001ALC3b3NANA
250273,37.0,,00001ALC3b3NANA
250404,35.0,,00001ALC3b3NANA
251004,47.0,,00001ALC3b3NANA
251062,48.0,,00001ALC3b3NANA
251101,38.0,,00001ALC3b3NANA
251102,35.0,,00001ALC3b3NANA
251486,46.0,,00001ALC3b3NANA
251913,45.0,,00001ALC3b3NANA
251975,46.0,,00001ALC3b3NANA
252044,45.0,,00001ALC3b3NANA
252054,44.0,,00001ALC3b3NANA
252102,43.0,,00001ALC3b3NANA
252345,41.0,,00001ALC3b3NANA
252353,39.0,,00001ALC3b3NANA
252355,40.0,,00001ALC3b3NANA
252369,41.0,,00001ALC3b3NANA
252393,42.0,,00001ALC3b3NANA
252395,42.0,,00001ALC3b3NANA
252405,39.0,,00001ALC3b3NANA
252406,39.0,,00001ALC3b3NANA
253759,40.0,,00001ALC3b3NANA
253809,39.0,,00001ALC3b3NANA
253811,38.0,,00001ALC3b3NANA
253893,22.0,,00001ALC2NANANA
253926,21.0,,00001ALC2NANANA
253951,19.0,,00001ALC2NANANA
253956,39.0,,00001ALC2NANANA
253999,42.0,,00001ALC2NANANA
254000,39.0,,00001ALC2NANANA
254056,38.0,,00001ALC2NANANA
254404,18.0,,00001ALC2NANANA
254432,19.0,,00001ALC2NANANA
254436,18.0,,00001ALC2NANANA
254473,19.0,,00001ALC2NANANA
254480,19.0,,00001ALC2NANANA
254581,19.0,,00001ALC2NANANA
254609,41.0,,00001ALC2NANANA
254712,19.0,,00001ALC2NANANA
254714,19.0,,00001ALC2NANANA
254732,19.0,,00001ALC2NANANA
254803,19.0,,00001ALC2NANANA
254809,40.0,,00001ALC2NANANA
254818,40.0,,00001ALC2NANANA
254843,41.0,,00001ALC2NANANA
254856,16.0,,00001ALC2NANANA
254879,19.0,,00001ALC2NANANA
254884,18.0,,00001ALC2NANANA
254977,17.0,,00001ALC2NANANA
255047,17.0,,00001ALC2NANANA
255483,59.0,,00001ALC1bart3NANA
255535,43.0,,00001ALC1bart3NANA
255604,43.0,,00001ALC1bart3NANA
255608,44.0,,00001ALC1bart3NANA
255890,44.0,,00001ALC1bart3NANA
255903,42.0,,00001ALC1bart3NANA
256554,153.0,,33000HAY2b1NANA
256584,152.0,,33000HAY2b1NANA
256592,153.0,,33000HAY2b1NANA
256594,140.0,,33000HAY2b1NANA
256613,66.0,,33000HAY2b2NANA
256624,67.0,,33000HAY2b2NANA
259556,3.0,,00001NANANANA
261212,3.0,,00001NAb3NANA
262045,4.0,,33000NANANANA
263685,146.0,,33000HAY2bart2NANA
263726,148.0,,33000HAY2b1NANA
263733,153.0,,33000HAY2bart2NANA
263783,145.0,,33000HAY2b1NANA
263797,148.0,,33000HAY2b1NANA
263811,151.0,,33000HAY2bart2NANA
263828,155.0,,33000HAY2b1NANA
264468,19.0,,00001ALC2NANANA
264552,18.0,,00001ALC2b2NANA
264557,23.0,,33000HAY4NANANA
264586,36.0,,00001ALC2NANANA
264637,19.0,,33000HAY4NANANA
264945,21.0,,33000HAY4bart2NANA
264991,19.0,,33000NAbart2NANA
265221,148.0,,33000HAY2bart2NANA
265225,28.0,,33000HAY4bart2NANA
265260,59.0,,33000HAY4bart2NANA
265367,148.0,,33000HAY2bart2NANA
265373,148.0,,33000HAY2bart2NANA
265379,149.0,,33000HAY2bart2NANA
265534,150.0,,33000HAY2bart2NANA
265564,149.0,,33000HAY2bart2NANA
265723,34.0,,00001ALC4NANANA
266060,45.0,,00001ALC4NANANA
266064,47.0,,00001ALC4NANANA
266069,46.0,,00001ALC4NANANA
266071,47.0,,00001ALC4NANANA
266102,47.0,,00001ALC4NANANA
266109,46.0,,00001ALC4NANANA
266147,46.0,,00001ALC4NANANA
266150,45.0,,00001ALC4NANANA
266155,44.0,,00001ALC4NANANA
266163,47.0,,00001ALC4NANANA
266169,46.0,,00001ALC4NANANA
266374,45.0,,00001ALC4NANANA
266380,46.0,,00001ALC4NANANA
266411,48.0,,00001ALC4NANANA
266605,47.0,,00001ALC4b3NANA
266606,48.0,,00001ALC4b3NANA
266616,46.0,,00001ALC4b3NANA
266618,46.0,,00001ALC4b3NANA
266635,46.0,,00001ALC4b3NANA
266794,45.0,,00001ALC4b3NANA
266827,41.0,,00001ALC4b3NANA
267497,42.0,,33000HAY2bart2NANA
267510,13.0,,33000NAbart2NANA
267849,,1.3,33000NAb2NANA
267939,30.0,,33000NAb3NANA
268636,34.0,,33000HAY2bart2NANA
268639,27.0,,33000HAY2bart2NANA
268816,32.0,,33000HAY1b3NANA
269040,28.0,,33000HAY1b2NANA
269105,46.0,,00001ALC3b3ubzNA
269340,45.0,,00001ALC3b3ubzNA
269341,43.0,,00001ALC3b3ubzNA
269351,50.0,,00001ALC3b3ubzNA
269752,16.0,,33000NAb3NANA
272993,15.0,,33000NANANANA
273410,7.0,,33000NANANANA
274238,27.0,,33000NAb3NANA
274492,,1.3,33000NAb3NANA
275294,26.0,,33000HAY4bart2NANA
275327,26.0,,33000HAY4bart2NANA
275437,22.0,,33000HAY4b3NANA
276156,32.0,,33000HAY4b3NANA
276566,26.0,,33000HAY4b3NANA
276811,6.0,,33000NAb3NANA
277246,,1.3,33000HAY4b3NANA
277314,34.0,,33000HAY4b3NANA
277325,19.0,,33000HAY4b3NANA
277327,26.0,,33000HAY4b3NANA
277449,24.0,,33000HAY4b3NANA
277663,31.0,,33000NANANANA
278013,23.0,,33000HAY3_ab3NANA
278872,32.0,,33000HAY3_bbart2NANA
279217,11.0,,33000NAb2NANA
280100,,1.3,33000NAb3NANA
283767,9.0,,33000NAb2NANA
283795,8.0,,33000NAb2NANA
283900,8.0,,33000NAb2NANA
283920,9.0,,33000NAb2NANA
284637,16.0,,33000NAb2NANA
285052,8.0,,33000NAb3NANA
285114,8.0,,33000NAb3NANA
285237,16.0,,33000NANANANA
285481,5.0,,33000NANANANA
287293,6.0,,81204NAb1NANA
289314,16.0,,33000NANANANA
290449,16.0,,33000NANANANA
290782,15.0,,81204NANANANA
292200,5.0,,81204NAb2NANA
295483,13.0,,81204NAb2NANA
303166,46.0,,26000FRE1NANANA
303243,36.0,,26000FRE1NANANA
303406,37.0,,26000FRE1brt3NANA
303413,37.0,,26000FRE1brt3NANA
303420,47.0,,26000FRE1brt3NANA
303425,40.0,,26000FRE1brt3NANA
303439,46.0,,26000FRE1brt3NANA
303451,46.0,,26000FRE1brt3NANA
303464,36.0,,26000FRE1brt3NANA
303758,,0.9,26000FRE1brt3NANA
303759,44.0,,26000FRE1brt3NANA
303805,49.0,,26000FRE1brt3NANA
303840,47.0,,26000FRE1b3NANA
303841,37.0,,26000FRE1NANANA
303843,38.0,,26000FRE1NANANA
305278,42.0,,26000FRE1brt3NANA
305281,42.0,,26000FRE1brt3NANA
305289,41.0,,26000FRE1brt3NANA
305317,43.0,,26000FRE1brt3NANA
305681,42.0,,26000FRE1b3NANA
305682,,0.8,26000FRE1b3NANA
306603,46.0,,26000FRE1b2NANA
307575,56.0,,26000FRE3b2NANA
307722,36.0,,26000FRE3b3NANA
307793,30.0,,26000FRE2b2NANA
307899,41.0,,26000FRE2b1NANA
307900,40.0,,26000FRE2b1NANA
307901,,1.9,26000FRE2b1NANA
307909,34.0,,26000FRE2b2NANA
307936,45.0,,26000FRE2b1NANA
307937,,2.6,26000FRE2b1NANA
307938,74.0,,26000FRE2bart2NANA
307941,74.0,,26000FRE2bart2NANA
307957,,2.5,26000FRE2b1NANA
307984,74.0,,26000FRE2bart2NANA
308100,35.0,,26000FRE2NANANA
308332,22.0,,26000FRE1brt3NANA
308343,45.0,,26000FRE1brt3NANA
308346,,0.8,26000FRE1brt3NANA
308464,37.0,,26000FRE1brt3NANA
308474,36.0,,26000FRE1brt3NANA
309328,71.0,,26000FRE2bart2NANA
309341,74.0,,26000FRE2bart2NANA
309362,74.0,,26000FRE2bart2NANA
309421,73.0,,26000FRE2bart2NANA
309443,30.0,,26000FRE2b2NANA
310535,23.0,,26000FRE1b2NANA
311391,74.0,,26000FRE2bart2NANA
311523,,2.5,26000FRE2b2NANA
311533,37.0,,26000FRE1brt3NANA
311695,28.0,,26000FRE1NANANA
311785,30.0,,26000FRE1NANANA
311929,7.0,,26000NANANANA
312024,36.0,,26000FRE1brt3NANA
312113,32.0,,26000FRE1brt3NANA
312115,36.0,,26000FRE1brt3NANA
312116,37.0,,26000FRE1brt3NANA
312137,41.0,,26000FRE1brt3NANA
312148,41.0,,26000FRE1brt3NANA
313957,74.0,,26000FRE2bart2NANA
313970,58.0,,26000FRE2bart2NANA
314166,74.0,,26000FRE2bart2NANA
314184,59.0,,26000FRE2bart2NANA
314189,56.0,,26000FRE2bart2NANA
314196,57.0,,26000FRE2bart2NANA
314211,66.0,,26000FRE2bart2NANA
314213,58.0,,26000FRE2bart2NANA
314219,56.0,,26000FRE2bart2NANA
314225,66.0,,26000FRE2bart2NANA
314230,57.0,,26000FRE2bart2NANA
314233,57.0,,26000FRE2bart2NANA
314251,78.0,,26000FRE2bart2NANA
314252,58.0,,26000FRE2bart2NANA
314329,62.0,,26000FRE2bart2NANA
314419,15.0,,26000NAb3NANA
314748,21.0,,26000FRE2b3NANA
314765,74.0,,26000FRE2bart2NANA
314770,74.0,,26000FRE2bart2NANA
314771,74.0,,26000FRE2bart2NANA
314772,74.0,,26000FRE2bart2NANA
314776,74.0,,26000FRE2bart2NANA
314777,61.0,,26000FRE2bart2NANA
315804,38.0,,26000FRE2NANANA
315853,38.0,,26000FRE2NANANA
315893,31.0,,26000FRE2NANANA
315899,36.0,,26000FRE2NANANA
316435,12.0,,26000FRE2b3NANA
316440,69.0,,26000FRE2bart2NANA
316453,72.0,,26000FRE2bart2NANA
316463,78.0,,26000FRE2bart2NANA
316466,57.0,,26000FRE2bart2NANA
316491,23.0,,26000FRE2b3NANA
316497,23.0,,26000FRE2b3NANA
316508,23.0,,26000FRE2b3NANA
316527,20.0,,26000FRE2b3NANA
316685,19.0,,26000FRE2b3NANA
316692,21.0,,26000FRE2b3NANA
316768,77.0,,26000FRE2bart2NANA
316784,12.0,,26000FRE2b3NANA
316813,13.0,,26000FRE2b3NANA
316825,13.0,,26000FRE2b3NANA
317503,74.0,,26000FRE2bart2NANA
317504,17.0,,26000NAb3NANA
317605,1.0,,26000NANANANA
319273,4.0,,26000NANANANA
321281,4.0,,26000NANANANA
322168,15.0,,26000FRE4NANANA
322189,18.0,,26000FRE4NANANA
322245,,0.2,26000FRE4NANANA
322276,14.0,,26000FRE4NANANA
322375,,0.2,26000NANANANA
322988,17.0,,26000FRE4NANANA
324033,22.0,,26000FRE4b3NANA
324039,22.0,,26000FRE4b3NANA
324046,22.0,,26000FRE4bart2NANA
324062,22.0,,26000FRE4bart2NANA
324077,,5.9,26000FRE4bart2NANA
324093,22.0,,26000FRE4bart2NANA
324128,4.0,,26000NANANANA
325128,17.0,,26000FRE4b3NANA
325869,4.0,,26000NANANANA
326910,15.0,,26000FRE4NANANA
327023,,4.3,26000FRE4b3NANA
327024,22.0,,26000FRE4b3NANA
327037,,6.0,26000FRE4bart2NANA
327043,,4.3,26000FRE4b3NANA
328539,24.0,,26000FRE4b3NANA
328546,12.0,,00001NAb3NANA
328663,18.0,,26000FRE4b3NANA
328695,36.0,,26000FRE4b3NANA
328797,15.0,,26000FRE4b3NANA
328821,15.0,,26000FRE4b3NANA
330490,68.0,,26000FRE3bart2NANA
331090,20.0,,26000FRE3NANANA
331824,25.0,,26000FRE3NANANA
331860,26.0,,26000FRE3NANANA
331864,18.0,,26000FRE3NANANA
331873,26.0,,26000FRE3NANANA
331883,25.0,,26000FRE3NANANA
331922,20.0,,26000FRE3bart2NANA
331928,20.0,,26000FRE3bart2NANA
332854,62.0,,26000FRE3bart2NANA
332859,63.0,,26000FRE3bart2NANA
332885,64.0,,26000FRE3bart2NANA
332911,66.0,,26000FRE3bart2NANA
333063,67.0,,26000FRE3bart2NANA
333066,67.0,,26000FRE3bart2NANA
333101,64.0,,26000FRE3bart2NANA
333111,56.0,,26000FRE3b3NANA
333132,67.0,,26000FRE3bart2NANA
333631,37.0,,26000FRE3b3NANA
333738,34.0,,26000FRE3b3NANA
334005,56.0,,26000FRE3b2NANA
334047,37.0,,26000FRE3b3NANA
336011,46.0,,26000FRE3NANANA
336176,64.0,,26000FRE3b3NANA
336500,39.0,,26000FRE3b3NANA
336539,,0.8,26000FRE3bart2NANA
337515,7.0,,26000NANANANA
338159,7.0,,26000NANANANA
338733,,0.2,26000NANANANA
339496,11.0,,26000FRE3NANANA
339770,41.0,,26000FRE2b1NANA
339774,,1.9,26000FRE2b1NANA
339777,41.0,,26000FRE2b1NANA
340409,22.0,,26000NAb3NANA
340597,22.0,,26000NAb1NANA
341051,36.0,,26000FRE3b3NANA
341149,6.0,,26000NAb3NANA
341246,7.0,,26000NANANANA
