parcel_id,max_built_dua,max_built_non_res_far
1515597,105.0,
995592,89.0,
518592,39.0,
15517,86.0,
1547156,138.0,
1556692,45.0,
443817,78.0,
1689887,84.0,
1701877,62.0,
991328,88.0,
991322,88.0,
448228,77.0,
2130,77.0,
464840,44.0,
1412568,86.0,
140380,24.0,
1886271,61.0,
75377,31.0,
1172668,58.0,
1736163,23.0,
1430696,89.0,
1925878,8.0,
986075,111.0,
1886806,26.0,
1372566,104.0,
49502,153.0,
988212,91.0,
1075561,55.0,
1542929,61.0,
758139,61.0,
993898,63.0,
899483,214.0,
632968,55.0,
1545745,84.0,
25453,105.0,
1433936,92.0,
1988390,6.0,
5081,82.0,
450193,58.0,
81632,99.0,
445529,59.0,
995813,89.0,
635134,35.0,
874,141.0,
1169091,85.0,
27890,108.0,
901697,217.0,
1730011,43.0,
52546,25.0,
636674,35.0,
50112,60.0,
1260330,46.0,
74496,28.0,
892403,223.0,
31197,42.0,
16802,87.0,
1434142,91.0,
1922177,18.0,
889215,137.0,
993634,89.0,
61858,104.0,
1664421,85.0,
1395561,106.0,
1885538,62.0,
1547478,82.0,
451087,64.0,
897607,216.0,
266177,46.0,
1504708,84.0,
1550275,105.0,
1557420,84.0,
449994,83.0,
52058,35.0,
15262,78.0,
1424946,84.0,
1320134,61.0,
1550085,104.0,
68851,34.0,
1433905,92.0,
889809,149.0,
1547137,136.0,
23792,107.0,
76023,84.0,
6059,216.0,
1841589,2.0,
1954197,52.0,
9917,105.0,
725197,62.0,
1841577,2.0,
9062,32.0,
131608,61.0,
68591,61.0,
59497,109.0,
1556236,44.0,
1925839,60.0,
891923,207.0,
1430669,89.0,
1046449,49.0,
1124530,15.0,
1987504,24.0,
47541,93.0,
1562864,19.0,
1547353,86.0,
596331,42.0,
589325,50.0,
1385196,107.0,
1434109,92.0,
186153,44.0,
983390,122.0,
75374,31.0,
3734,84.0,
75375,31.0,
1617687,92.0,
563,209.0,
75376,31.0,
9200,40.0,
894435,276.0,
1373121,77.0,
1108034,44.0,
1871493,28.0,
458243,79.0,
1886322,37.0,
973183,214.0,
994800,101.0,
1872718,37.0,
708796,55.0,
1871590,29.0,
1383081,106.0,
3812,79.0,
263783,145.0,
63766,57.0,
1384792,103.0,
62148,106.0,
154191,78.0,
1397021,108.0,
1150646,13.0,
445289,44.0,
974811,219.0,
1108270,44.0,
893119,215.0,
1382952,104.0,
2040419,34.0,
1886528,25.0,
1403508,26.0,
250096,36.0,
1567481,84.0,
48993,155.0,
1400185,60.0,
1867191,27.0,
1396602,106.0,
900917,215.0,
1332755,86.0,
1547601,83.0,
186108,45.0,
1395342,26.0,
893371,217.0,
1550618,104.0,
3652,84.0,
893104,218.0,
893276,218.0,
900816,218.0,
1413178,27.0,
27618,26.0,
38564,30.0,
186040,45.0,
1279315,46.0,
72017,59.0,
1090759,43.0,
7007,104.0,
975701,213.0,
1516037,104.0,
5115,81.0,
1406251,100.0,
60343,140.0,
1888856,14.0,
1127879,61.0,
1872506,36.0,
1322670,64.0,
24701,107.0,
1679136,61.0,
7352,105.0,
14162,89.0,
1749520,83.0,
890798,217.0,
254423,35.0,
1355637,45.0,
70134,42.0,
68317,58.0,
981391,213.0,
50526,54.0,
1730134,47.0,
1731500,22.0,
1545622,79.0,
447855,59.0,
2169,89.0,
56615,37.0,
15406,87.0,
73908,24.0,
664012,42.0,
75373,31.0,
73906,24.0,
976991,215.0,
73907,24.0,
81571,94.0,
1373862,137.0,
74163,35.0,
1516582,32.0,
1392182,105.0,
1556198,43.0,
79092,32.0,
1801795,48.0,
1787339,74.0,
1872465,37.0,
1546329,134.0,
59899,109.0,
977270,199.0,
737074,30.0,
3349,83.0,
981071,200.0,
63284,30.0,
1372631,104.0,
1547129,85.0,
1556313,107.0,
450353,80.0,
1375977,58.0,
62379,107.0,
1547337,81.0,
1372639,108.0,
152694,110.0,
1550129,107.0,
1887766,46.0,
14154,80.0,
1546321,135.0,
1541878,85.0,
6006,212.0,
22639,61.0,
1723596,92.0,
266605,47.0,
33640,151.0,
72025,58.0,
889411,155.0,
37193,25.0,
58929,99.0,
1357552,193.0,
1386637,86.0,
8183,107.0,
75372,31.0,
1020469,214.0,
546492,136.0,
1385181,106.0,
1403586,26.0,
1346743,46.0,
1385136,113.0,
6910,195.0,
982505,218.0,
1108647,57.0,
1545906,137.0,
502958,33.0,
978409,184.0,
978515,112.0,
25048,96.0,
392657,25.0,
1413929,83.0,
1987576,36.0,
893184,218.0,
3821,87.0,
1414668,84.0,
1547239,80.0,
24350,108.0,
9172,31.0,
896938,217.0,
254430,17.0,
980008,213.0,
1731615,25.0,
17746,87.0,
1322600,77.0,
27931,111.0,
1356102,61.0,
1542874,60.0,
982431,212.0,
1731503,25.0,
23394,69.0,
649466,44.0,
902306,276.0,
1550322,104.0,
1701910,61.0,
1872405,36.0,
545905,38.0,
75265,31.0,
1394026,75.0,
843187,36.0,
1948913,35.0,
167198,46.0,
51750,154.0,
98730,84.0,
896831,218.0,
889410,155.0,
1112766,58.0,
1412561,85.0,
1357,82.0,
50905,153.0,
1357524,154.0,
75264,31.0,
333117,58.0,
462538,47.0,
36561,90.0,
1171762,81.0,
64746,87.0,
1403599,136.0,
1547642,82.0,
5648,79.0,
265282,158.0,
2018866,16.0,
1749492,86.0,
1030971,67.0,
2634,84.0,
81579,91.0,
1556923,57.0,
445152,76.0,
1393581,106.0,
1150635,63.0,
174744,20.0,
26093,103.0,
1550398,109.0,
896858,218.0,
1712937,91.0,
1332760,82.0,
1392644,274.0,
979655,212.0,
1549512,83.0,
13510,110.0,
1356463,198.0,
254392,19.0,
252355,40.0,
79966,36.0,
1209327,62.0,
25850,25.0,
1926013,46.0,
900303,217.0,
98983,121.0,
1694209,64.0,
1516076,105.0,
1872532,36.0,
363523,39.0,
8531,109.0,
1384995,107.0,
2005889,40.0,
889445,155.0,
17377,88.0,
2034185,54.0,
3629,81.0,
981259,217.0,
17500,105.0,
266380,46.0,
266606,48.0,
402588,87.0,
80253,41.0,
1094768,35.0,
729277,46.0,
4625,81.0,
1550080,109.0,
1617684,91.0,
1428737,84.0,
1375692,62.0,
1556852,60.0,
61991,116.0,
1323400,58.0,
3363,55.0,
69141,32.0,
1408214,84.0,
1028039,69.0,
889388,150.0,
458765,79.0,
1372668,105.0,
1050189,46.0,
978,136.0,
1649186,77.0,
1088750,26.0,
9963,109.0,
18120,87.0,
1389551,99.0,
255604,43.0,
664927,46.0,
1403678,28.0,
1398309,75.0,
1987451,23.0,
1550173,108.0,
1160644,49.0,
1694758,60.0,
37266,26.0,
252393,42.0,
444717,72.0,
1548430,99.0,
1323216,62.0,
1512329,28.0,
1557189,107.0,
676745,45.0,
720447,55.0,
1550706,104.0,
78866,31.0,
1433876,92.0,
50610,55.0,
75352,32.0,
978243,214.0,
634040,36.0,
155700,90.0,
977249,202.0,
1355048,44.0,
1020135,110.0,
1435008,47.0,
50745,55.0,
26915,44.0,
75351,32.0,
1413206,29.0,
23769,204.0,
9586,36.0,
899477,218.0,
1143746,43.0,
1787302,77.0,
994702,64.0,
1322748,58.0,
1038583,64.0,
15128,105.0,
1020132,110.0,
1020131,110.0,
892189,221.0,
1020133,110.0,
1148090,15.0,
1079375,58.0,
1888717,49.0,
34278,35.0,
1322572,106.0,
892573,217.0,
1413072,84.0,
1884121,60.0,
4266,88.0,
3192,87.0,
8385,106.0,
1412760,81.0,
50776,87.0,
902395,276.0,
995173,89.0,
5013,108.0,
13146,87.0,
978301,185.0,
61408,109.0,
24549,195.0,
736026,76.0,
446477,85.0,
1923021,60.0,
15329,88.0,
24590,105.0,
74053,32.0,
1103599,33.0,
51570,104.0,
658045,42.0,
1546315,136.0,
1430708,94.0,
1730221,48.0,
448900,80.0,
8603,40.0,
1117530,46.0,
14020,107.0,
1091530,29.0,
37941,97.0,
1106258,48.0,
1430722,92.0,
65238,36.0,
26158,102.0,
76170,107.0,
974809,208.0,
974808,208.0,
625957,53.0,
976779,202.0,
1987555,38.0,
1053752,45.0,
75935,28.0,
1087551,40.0,
450625,85.0,
14916,80.0,
418049,83.0,
1551932,104.0,
218453,167.0,
67343,54.0,
1442011,108.0,
44579,42.0,
892542,218.0,
79856,96.0,
1375978,58.0,
132925,58.0,
985457,207.0,
1322122,60.0,
1872908,37.0,
70459,25.0,
892641,216.0,
1560606,81.0,
2129,74.0,
1881302,28.0,
455735,60.0,
1406336,26.0,
893033,206.0,
1926885,46.0,
1376003,60.0,
1320140,62.0,
1375792,57.0,
69149,29.0,
1357636,152.0,
424613,83.0,
448920,78.0,
263828,155.0,
159088,104.0,
1730038,42.0,
157779,92.0,
1384899,106.0,
958172,115.0,
1020364,208.0,
1542940,61.0,
69133,65.0,
14361,88.0,
757861,59.0,
2665,78.0,
978398,185.0,
75348,32.0,
908349,138.0,
67767,55.0,
49985,153.0,
974619,205.0,
50141,56.0,
1392878,215.0,
1503216,83.0,
1550140,104.0,
75347,32.0,
1872478,37.0,
50750,55.0,
14473,82.0,
1987546,60.0,
13238,83.0,
1547546,80.0,
308435,45.0,
1379537,112.0,
978396,185.0,
1384927,109.0,
389512,53.0,
75346,32.0,
978395,185.0,
996552,76.0,
75345,32.0,
991352,89.0,
1730161,44.0,
67751,55.0,
1710924,108.0,
538234,136.0,
8262,106.0,
8439,105.0,
61841,107.0,
303539,45.0,
1372688,107.0,
75344,32.0,
1112330,48.0,
895244,212.0,
1556801,55.0,
1547299,87.0,
15431,80.0,
994563,63.0,
1516046,104.0,
2049458,107.0,
1361495,61.0,
1396731,76.0,
974716,210.0,
61561,112.0,
2010523,45.0,
70541,25.0,
898871,219.0,
636419,36.0,
1503217,83.0,
892454,209.0,
314329,62.0,
982523,209.0,
7996,81.0,
51162,156.0,
979984,217.0,
1322369,108.0,
898872,219.0,
1551881,111.0,
893151,218.0,
893339,218.0,
892751,218.0,
895883,218.0,
1301981,61.0,
70595,25.0,
981083,215.0,
1413457,28.0,
1087560,43.0,
992683,92.0,
1073934,46.0,
1407630,82.0,
12671,79.0,
982262,218.0,
49773,154.0,
316449,57.0,
1372834,111.0,
893248,216.0,
76182,105.0,
2666,84.0,
2041020,34.0,
1547618,85.0,
50172,55.0,
545980,138.0,
3354,98.0,
75273,31.0,
5565,84.0,
27808,108.0,
389097,54.0,
1374029,108.0,
1680889,46.0,
1209399,59.0,
975625,214.0,
23776,194.0,
389117,54.0,
1412837,29.0,
545929,135.0,
31408,36.0,
18249,108.0,
1398546,79.0,
75272,31.0,
349106,43.0,
985850,112.0,
1357687,150.0,
74961,42.0,
889718,155.0,
22103,58.0,
1123800,87.0,
1922308,61.0,
65586,63.0,
994044,63.0,
2049567,83.0,
75271,31.0,
17937,90.0,
1396973,78.0,
49257,153.0,
24143,151.0,
75343,32.0,
445633,15.0,
1372811,106.0,
30070,107.0,
891408,156.0,
892434,208.0,
75270,31.0,
332841,62.0,
177191,36.0,
429725,29.0,
889402,156.0,
847066,14.0,
75269,31.0,
24585,104.0,
20956,66.0,
1556909,54.0,
17470,109.0,
72019,59.0,
47548,95.0,
1430732,93.0,
254404,18.0,
2054318,84.0,
75268,31.0,
1987450,23.0,
1088615,41.0,
35060,23.0,
1532606,61.0,
1547393,83.0,
1516699,84.0,
47476,92.0,
1372671,108.0,
1372527,103.0,
974017,267.0,
889440,155.0,
1397158,275.0,
735767,76.0,
61821,104.0,
67247,98.0,
2186,152.0,
50053,105.0,
985334,209.0,
985333,209.0,
1373148,77.0,
545875,137.0,
720876,53.0,
889835,146.0,
547059,136.0,
1229,218.0,
1011734,84.0,
20938,63.0,
893210,218.0,
308042,60.0,
1866529,45.0,
1532738,3.0,
14402,87.0,
647917,43.0,
24529,104.0,
168829,40.0,
1922891,63.0,
20825,70.0,
458402,76.0,
27523,25.0,
3264,83.0,
543601,138.0,
78538,32.0,
74398,28.0,
1730105,49.0,
544237,37.0,
24439,106.0,
3884,84.0,
1710923,108.0,
1011733,84.0,
69428,30.0,
1397671,106.0,
901049,210.0,
1542875,60.0,
1392023,104.0,
76026,84.0,
15381,84.0,
1433915,89.0,
982404,212.0,
1925172,45.0,
2005920,40.0,
22016,58.0,
547809,140.0,
984822,186.0,
891319,210.0,
901040,210.0,
25068,92.0,
1392634,275.0,
1748872,48.0,
16087,84.0,
4325,83.0,
1550738,106.0,
79070,28.0,
2015354,14.0,
76042,27.0,
253999,42.0,
1384898,107.0,
1812419,41.0,
23532,61.0,
892736,219.0,
1433842,91.0,
78709,31.0,
1887762,46.0,
636637,46.0,
75371,31.0,
639922,34.0,
973581,213.0,
30346,109.0,
85324,77.0,
1550831,103.0,
978402,185.0,
18381,104.0,
1503631,83.0,
989843,61.0,
4628,78.0,
1563642,37.0,
186025,47.0,
389126,54.0,
1894733,19.0,
1323078,63.0,
81409,99.0,
389130,54.0,
1078255,23.0,
1385514,109.0,
423056,83.0,
250236,46.0,
898314,225.0,
994806,99.0,
626002,47.0,
1730180,46.0,
24340,154.0,
1409984,86.0,
1866453,27.0,
314230,57.0,
64805,28.0,
1886261,21.0,
1894340,45.0,
1712369,30.0,
34141,156.0,
7645,77.0,
250404,35.0,
635784,36.0,
59098,110.0,
721318,56.0,
1113723,76.0,
1034360,67.0,
1504717,84.0,
1322451,103.0,
1416011,84.0,
1406756,84.0,
75370,31.0,
976992,202.0,
889385,156.0,
1297,84.0,
1172766,53.0,
61499,112.0,
64653,85.0,
445505,84.0,
10008,105.0,
982081,218.0,
634969,34.0,
1694204,61.0,
1885895,61.0,
75267,31.0,
1430711,91.0,
76061,84.0,
1550455,109.0,
1414672,85.0,
672001,46.0,
33767,156.0,
303259,46.0,
75266,31.0,
1433866,93.0,
78701,27.0,
901505,219.0,
901503,219.0,
56045,56.0,
895887,219.0,
892683,219.0,
908698,219.0,
676045,42.0,
908699,219.0,
901504,219.0,
892720,219.0,
892682,219.0,
892722,219.0,
1547290,81.0,
1550289,105.0,
677668,46.0,
1730184,47.0,
85094,87.0,
13995,102.0,
1391789,39.0,
33538,102.0,
984721,184.0,
447955,76.0,
49928,155.0,
1385138,108.0,
895180,206.0,
1557876,33.0,
890718,154.0,
1320070,58.0,
658519,46.0,
760442,36.0,
1712946,91.0,
1020192,126.0,
72215,59.0,
1020186,126.0,
1433892,93.0,
132264,60.0,
16202,86.0,
1396975,79.0,
1394676,82.0,
1365759,46.0,
1499791,44.0,
981417,221.0,
1386660,85.0,
1392969,26.0,
1515988,111.0,
892593,216.0,
1322441,111.0,
9964,107.0,
1866354,28.0,
69027,29.0,
27949,100.0,
18856,79.0,
892185,220.0,
5472,120.0,
69886,40.0,
995015,90.0,
3742,83.0,
1710922,106.0,
978417,183.0,
314196,57.0,
1886231,61.0,
1551963,110.0,
406427,84.0,
1550063,105.0,
1927041,61.0,
1730334,47.0,
547980,136.0,
1515399,107.0,
903328,337.0,
1550005,108.0,
80873,43.0,
1749184,83.0,
892839,214.0,
898,106.0,
79081,29.0,
1925131,19.0,
892819,219.0,
1368632,12.0,
13077,90.0,
538307,137.0,
70742,32.0,
890768,224.0,
1556924,52.0,
1801799,45.0,
70091,42.0,
722944,55.0,
980051,215.0,
1547407,84.0,
891239,213.0,
24835,91.0,
1079398,61.0,
897715,215.0,
983083,213.0,
1547429,85.0,
1385188,104.0,
2231,79.0,
5715,84.0,
1550783,107.0,
15118,106.0,
24324,153.0,
58923,109.0,
1988160,6.0,
7358,198.0,
1694134,58.0,
1626183,83.0,
1383087,107.0,
1087586,43.0,
1550022,106.0,
978673,199.0,
1546318,138.0,
1567482,84.0,
1545814,81.0,
39586,63.0,
901207,209.0,
893572,208.0,
81633,91.0,
70759,24.0,
1357482,197.0,
19587,62.0,
69166,90.0,
71038,91.0,
1387041,100.0,
1923031,60.0,
1207345,64.0,
1516604,82.0,
1108075,44.0,
1397813,108.0,
186165,50.0,
1679120,60.0,
18477,87.0,
457719,65.0,
1547752,82.0,
67202,54.0,
1105695,45.0,
980762,276.0,
1515483,103.0,
1412874,29.0,
1872747,37.0,
1397901,79.0,
1376011,57.0,
61623,104.0,
1360171,191.0,
51991,150.0,
3199,77.0,
976918,214.0,
1948967,14.0,
717978,55.0,
1385576,102.0,
1545416,104.0,
59446,109.0,
7164,198.0,
889399,148.0,
73917,24.0,
73915,24.0,
73916,24.0,
1412426,84.0,
4025,85.0,
2437,87.0,
899816,208.0,
389141,53.0,
114450,276.0,
14160,86.0,
980179,38.0,
70815,41.0,
485944,45.0,
50186,57.0,
60320,139.0,
1290326,107.0,
1710917,108.0,
50152,53.0,
16693,78.0,
2508,153.0,
1391834,39.0,
1562016,25.0,
1413465,27.0,
219806,43.0,
71070,90.0,
1406723,98.0,
977126,214.0,
1372692,110.0,
57080,33.0,
1372539,102.0,
719380,55.0,
889722,156.0,
1550178,108.0,
13527,87.0,
2008100,40.0,
1701839,60.0,
1020426,205.0,
25116,23.0,
78446,32.0,
641201,27.0,
1403598,136.0,
1545917,86.0,
51694,107.0,
755450,63.0,
153915,73.0,
2548,88.0,
268636,34.0,
49974,151.0,
26269,110.0,
991985,91.0,
1515466,106.0,
894670,212.0,
1550273,110.0,
983391,122.0,
1385767,109.0,
6123,213.0,
889393,156.0,
1412414,83.0,
79855,96.0,
25349,106.0,
1872211,38.0,
756608,62.0,
995059,90.0,
995111,90.0,
73918,24.0,
547404,137.0,
73919,24.0,
33820,153.0,
1387963,101.0,
4424,82.0,
543284,136.0,
1445151,46.0,
1499654,46.0,
1356625,200.0,
6634,197.0,
78879,26.0,
166564,41.0,
1499907,47.0,
1873132,37.0,
167208,46.0,
668171,33.0,
1289170,107.0,
900269,210.0,
740974,77.0,
1392104,106.0,
1556146,45.0,
24673,109.0,
69002,29.0,
1481203,83.0,
16263,80.0,
1712492,92.0,
893544,216.0,
68349,65.0,
75342,32.0,
1516104,108.0,
2006016,61.0,
50862,156.0,
336168,52.0,
1562061,25.0,
1547288,84.0,
49077,152.0,
1550301,105.0,
50708,55.0,
13458,83.0,
724935,84.0,
1547113,82.0,
255608,44.0,
1019956,214.0,
61743,109.0,
3989,78.0,
726964,76.0,
17618,67.0,
1694208,62.0,
892561,217.0,
2149,75.0,
154015,78.0,
35768,43.0,
1925837,62.0,
640884,34.0,
1392175,107.0,
736703,76.0,
98167,137.0,
1179329,8.0,
19032,74.0,
1165746,31.0,
8415,110.0,
326907,28.0,
76030,74.0,
1599056,34.0,
1925216,37.0,
737890,74.0,
369777,31.0,
980955,215.0,
114394,259.0,
1172399,112.0,
1740217,6.0,
1358428,74.0,
79071,29.0,
81434,101.0,
1396585,107.0,
1881332,28.0,
445232,86.0,
1322393,107.0,
445278,77.0,
1499873,47.0,
1396811,106.0,
1499798,44.0,
1811723,43.0,
1396497,107.0,
1048230,95.0,
446930,84.0,
1687299,84.0,
15129,104.0,
80099,39.0,
15185,81.0,
15239,88.0,
447431,85.0,
447791,83.0,
15427,80.0,
1925928,61.0,
1694143,61.0,
1372490,107.0,
1694229,61.0,
81861,61.0,
1867004,36.0,
12651,87.0,
1867017,35.0,
12726,106.0,
1749519,81.0,
440766,26.0,
12953,87.0,
13108,84.0,
442436,77.0,
1551978,104.0,
1694751,62.0,
442672,76.0,
98192,84.0,
442822,77.0,
13446,84.0,
443286,76.0,
1322389,111.0,
13692,84.0,
1701834,61.0,
444007,79.0,
1372521,109.0,
444698,79.0,
442698,77.0,
1866944,27.0,
79284,31.0,
1322513,105.0,
1871463,35.0,
1400296,61.0,
1871464,37.0,
76162,107.0,
454792,76.0,
455345,62.0,
455646,62.0,
455787,60.0,
1372301,104.0,
456168,57.0,
76223,106.0,
1871494,37.0,
456624,61.0,
75474,106.0,
457087,75.0,
457637,65.0,
19948,60.0,
75094,50.0,
75091,49.0,
75085,49.0,
889315,152.0,
458015,76.0,
456527,65.0,
1925950,14.0,
1731473,24.0,
1372322,113.0,
448629,81.0,
671524,46.0,
78878,26.0,
1372452,107.0,
1926016,46.0,
78650,25.0,
449398,60.0,
16447,97.0,
449830,84.0,
16490,109.0,
1886083,27.0,
16673,82.0,
16827,81.0,
450381,59.0,
1867268,37.0,
450634,77.0,
451151,76.0,
1887401,61.0,
451754,76.0,
452285,44.0,
1926333,46.0,
1926334,46.0,
2042591,17.0,
1710916,106.0,
1499995,45.0,
436367,24.0,
166942,44.0,
1532616,61.0,
1532615,99.0,
1866763,28.0,
1517706,112.0,
1723482,93.0,
166226,21.0,
6198,214.0,
1866767,30.0,
1392343,107.0,
6104,213.0,
159333,102.0,
1718307,61.0,
331880,24.0,
331884,25.0,
1713352,106.0,
6439,210.0,
2005910,40.0,
1988238,46.0,
6673,196.0,
6683,77.0,
6691,202.0,
6270,218.0,
6849,77.0,
1372800,110.0,
1723647,90.0,
2007650,24.0,
1543952,76.0,
1389402,137.0,
1079129,59.0,
4349,110.0,
1550016,106.0,
1301956,82.0,
4405,87.0,
1079120,61.0,
4440,82.0,
1372803,108.0,
1302153,82.0,
314777,61.0,
1302194,87.0,
1302195,83.0,
1392098,108.0,
1392110,108.0,
173924,17.0,
173816,37.0,
1536796,76.0,
1372841,109.0,
1734778,43.0,
174351,41.0,
388664,54.0,
388704,53.0,
152697,108.0,
1502127,84.0,
1501750,17.0,
416141,32.0,
2036382,46.0,
1160634,43.0,
1322129,61.0,
424186,32.0,
9064,31.0,
424769,83.0,
1712498,92.0,
120068,106.0,
9183,40.0,
2039241,35.0,
1712478,89.0,
1372633,107.0,
1730112,53.0,
1711108,29.0,
428453,76.0,
428788,28.0,
1372625,107.0,
1322272,106.0,
1322288,62.0,
1712488,92.0,
8478,34.0,
1372654,106.0,
1372665,109.0,
1392520,275.0,
1320051,56.0,
1372745,107.0,
7491,104.0,
1372718,110.0,
1886695,24.0,
1172267,112.0,
1886698,58.0,
7632,90.0,
1923032,61.0,
7904,106.0,
1712788,93.0,
7995,81.0,
8021,86.0,
8049,105.0,
1393415,9.0,
1393421,9.0,
1074220,47.0,
131528,62.0,
1712734,91.0,
395549,86.0,
1372682,107.0,
396969,45.0,
75017,60.0,
2042640,62.0,
458781,74.0,
1888741,46.0,
1987432,61.0,
35038,24.0,
741206,77.0,
741158,26.0,
1871808,37.0,
647981,34.0,
648170,46.0,
1412676,28.0,
649441,48.0,
734826,30.0,
1412641,27.0,
732857,45.0,
1119002,17.0,
1730338,54.0,
1730363,54.0,
2049298,61.0,
1927018,46.0,
1954211,53.0,
1417645,53.0,
1894865,16.0,
1416333,16.0,
44690,40.0,
60104,103.0,
44746,40.0,
1123621,93.0,
1123625,92.0,
30071,107.0,
1576664,25.0,
632525,35.0,
632721,54.0,
1987456,23.0,
30300,106.0,
30322,107.0,
754854,57.0,
633464,36.0,
1987440,21.0,
642274,36.0,
635504,55.0,
1410968,48.0,
636631,34.0,
1926902,46.0,
31011,33.0,
637458,34.0,
638308,36.0,
754747,62.0,
2049727,107.0,
1730268,56.0,
640183,34.0,
635935,55.0,
1363473,62.0,
44905,40.0,
726027,61.0,
717637,55.0,
51565,110.0,
717166,54.0,
50124,55.0,
716963,55.0,
50138,55.0,
716643,56.0,
50145,54.0,
716267,54.0,
1927042,61.0,
717657,55.0,
1872290,40.0,
1360199,165.0,
1872277,39.0,
708707,83.0,
50763,55.0,
1927059,15.0,
50611,56.0,
1948962,37.0,
676311,44.0,
50438,57.0,
1414669,82.0,
1360025,195.0,
1871881,37.0,
717878,57.0,
1413249,28.0,
1889056,45.0,
45667,42.0,
657525,46.0,
45776,35.0,
1871872,36.0,
971893,60.0,
1412914,30.0,
659270,47.0,
1412942,25.0,
722160,55.0,
55137,41.0,
48307,25.0,
1363155,202.0,
1563587,38.0,
1363152,226.0,
1363146,197.0,
52400,37.0,
1413164,29.0,
1413180,27.0,
662109,48.0,
1894326,19.0,
719160,55.0,
719045,53.0,
632366,55.0,
1387957,101.0,
902827,338.0,
1730256,56.0,
24355,123.0,
901537,213.0,
503674,40.0,
511830,35.0,
1332765,84.0,
24525,106.0,
24532,108.0,
1332776,84.0,
1134187,46.0,
782683,38.0,
485477,48.0,
760620,40.0,
533631,137.0,
24878,29.0,
758750,64.0,
538243,138.0,
1987590,12.0,
539847,24.0,
1127868,43.0,
1408267,86.0,
1730173,57.0,
1730174,55.0,
532320,137.0,
25339,105.0,
1370566,60.0,
23953,151.0,
461762,47.0,
74226,36.0,
462392,78.0,
1406328,83.0,
1406343,23.0,
464743,43.0,
73750,29.0,
1136227,46.0,
1871568,36.0,
1872368,35.0,
1325658,61.0,
71998,61.0,
23245,59.0,
23512,61.0,
979646,214.0,
875707,14.0,
71522,38.0,
71519,37.0,
71500,27.0,
2051165,107.0,
71068,94.0,
1371625,45.0,
71994,58.0,
544490,137.0,
1012958,46.0,
25386,107.0,
1123853,90.0,
68312,58.0,
68309,58.0,
1123786,91.0,
68240,61.0,
68239,61.0,
1730209,54.0,
1600194,92.0,
68217,65.0,
68003,98.0,
757662,61.0,
1987516,23.0,
27830,105.0,
27917,108.0,
1578618,77.0,
1987502,23.0,
756520,61.0,
67738,54.0,
28673,103.0,
67735,56.0,
1433162,84.0,
631571,34.0,
756570,61.0,
757819,62.0,
68414,61.0,
68415,61.0,
544953,135.0,
545280,136.0,
1730198,57.0,
1127708,52.0,
548461,137.0,
26100,107.0,
550946,46.0,
1013510,52.0,
554206,108.0,
26139,105.0,
1034661,61.0,
68952,33.0,
556668,108.0,
1871677,34.0,
68890,29.0,
757941,60.0,
598416,19.0,
68510,61.0,
68504,61.0,
68484,61.0,
1987543,62.0,
619637,18.0,
631853,37.0,
4055,88.0,
50466,51.0,
1730021,55.0,
1886318,36.0,
1385124,107.0,
1788050,79.0,
1374134,107.0,
252345,41.0,
1288127,107.0,
1297414,116.0,
1385665,107.0,
1730049,56.0,
1800689,44.0,
1377825,30.0,
1207412,66.0,
1093699,38.0,
1099,209.0,
1729741,55.0,
1866325,27.0,
254027,36.0,
1208580,57.0,
1375708,59.0,
1092287,61.0,
1097,213.0,
1729986,54.0,
1207425,59.0,
311518,65.0,
186166,50.0,
856,214.0,
1546092,135.0,
1385142,108.0,
1866327,28.0,
1088567,41.0,
1079284,61.0,
1922521,62.0,
1729973,55.0,
252044,45.0,
1093672,26.0,
1921971,61.0,
1088619,26.0,
251486,46.0,
1546551,215.0,
266801,46.0,
269126,44.0,
1079282,61.0,
1727805,24.0,
1387835,137.0,
1866586,45.0,
1751658,85.0,
772,216.0,
1866582,47.0,
1290896,114.0,
1088662,43.0,
1872977,39.0,
1375957,64.0,
1751651,24.0,
1866592,48.0,
1385446,113.0,
313970,58.0,
1384990,98.0,
1797640,46.0,
1730109,53.0,
303451,46.0,
990155,100.0,
1922250,62.0,
368,210.0,
177308,57.0,
254732,19.0,
1547437,81.0,
1289669,114.0,
1866377,40.0,
1384910,107.0,
186304,55.0,
1250193,30.0,
1783761,78.0,
1384852,108.0,
177309,62.0,
1873352,38.0,
252405,39.0,
303439,46.0,
2010680,47.0,
1546922,75.0,
254425,20.0,
1671,140.0,
309364,61.0,
986840,127.0,
1866408,38.0,
1172765,68.0,
1376010,56.0,
2001,55.0,
1384932,110.0,
1285657,22.0,
1374545,107.0,
2010805,46.0,
7757,82.0,
49722,152.0,
1987594,35.0,
17264,59.0,
1927035,61.0,
1412763,83.0,
1871467,37.0,
16264,80.0,
1025307,36.0,
1712843,88.0,
15035,106.0,
1134770,47.0,
8556,106.0,
74248,41.0,
1730230,54.0,
8405,101.0,
1701872,60.0,
81835,91.0,
165533,40.0,
663909,82.0,
20188,104.0,
7195,110.0,
177357,60.0,
28674,104.0,
1380268,40.0,
81862,61.0,
1385172,108.0,
1396391,22.0,
1392134,107.0,
19925,58.0,
2018863,15.0,
648258,48.0,
16685,78.0,
7178,194.0,
2019003,14.0,
445691,44.0,
1297741,86.0,
174230,43.0,
26939,35.0,
68279,56.0,
80220,41.0,
69050,84.0,
7976,84.0,
