development_id,SDEM,ave_sqft_per_unit,ave_unit_size,building_cost,building_purchase_price,building_purchase_price_sqft,building_revenue,building_sqft,building_type_id,county,current_units,deed_restricted_units,exp_id,fees,form,geom_id,inclusionary_units,job_spaces,juris,juris_name,jurisdiction_id,land_cost,max_dua,max_far,max_height,max_profit,max_profit_far,min_max_fars,net_units,non_residential_price,non_residential_sqft,oldest_building,opp_id,parcel_id,parcel_size,parking_config,parking_ratio,pda,pda_id,perfarea,perffoot,policy_based_revenue_reduction,policy_name,redfin_sale_year,regional,residential,residential_price,residential_sales_price_sqft,residential_sqft,residential_units,return_on_cost,stories,subaccount,subsidized,subsidized_units,subsidy_per_unit,superdistrict,total_cost,total_residential_units,total_sqft,tpp_id,vmt_res_cat,x,y,year_built,zoningmodcat
3152,,800.0,1000.0,1818752.17921,3808000.0,1750.0,6222514.78712,8889.30683874,3.0,San Francisco,5.0,1,,0.0,residential,10199258939267,1.0,0.0,San Francisco,San Francisco,67000.0,3843557.22735,200.0,,,-65548.1147159,5.0,5.24727797455,1.0,0.0,0.0,1948.0,,889711,1777.86136775,deck,0.2,sfo3,sfo3,1.0,1.0,623202.005949,OBAG,2012.0,1.0,1250.0,0.0,1250.0,6222.51478712,6.0,1.76606385875e-07,7.0,1.0,True,0.0,10000.0,1.0,5662309.40656,5.0,3200.0,lrt2,S,-122.409834087,37.8023969007,2035.0,67000SFO3lrt2NANA
3153,,1000.0,1000.0,2977545.18366,2110830.64373,819.256455892,5063040.91827,12360.0879355,3.0,Contra Costa,3.0,0,,0.0,residential,12629768027088,0.0,0.0,San Pablo,San Pablo,68294.0,2248164.95413,60.0,,,-169257.648248,1.8,1.96772924046,6.0,0.0,0.0,1956.0,,542414,6866.71551971,surface,0.0,spa1,spa1,1.0,1.0,0.0,OBAG,2012.0,1.0,585.18318278,0.0,585.18318278,8652.06155484,9.0,1.91361551566e-07,5.0,1.0,True,0.0,21157.206031,20.0,5225710.13779,3.0,3789.0,brt1,S,-122.342978709,37.9708104838,2035.0,68294SPA1brt1NANA
3154,,1000.0,1000.0,1172339.61294,2243084.58486,1374.43908386,3446651.08788,6269.19579112,3.0,San Francisco,2.0,0,,0.0,residential,5778351607888,0.0,0.0,San Francisco,San Francisco,67000.0,2293238.15119,78.3933125244,,,-20087.1093825,2.5,2.57094688851,2.0,0.0,0.0,1931.0,,970746,2507.67831645,deck,0.2,sfo12,sfo12,1.0,1.0,0.0,OBAG,2012.0,1.0,981.742202759,0.0,981.742202759,4388.43705378,4.0,2.88552174575e-07,4.0,1.0,True,0.0,10000.0,3.0,3465577.76413,2.0,2400.0,lrt2,S,-122.437263184,37.7257707994,2035.0,67000SFO12lrt2NANA
3155,,900.0,1000.0,1873315.5964,1262534.33496,803.752441406,3220710.12648,10017.730462,3.0,Santa Clara,3.0,1,,0.0,residential,291355418406,1.0,0.0,San Jose,San Jose,68000.0,1319778.50903,125.492858403,,,-169453.864476,3.5,3.70403950422,4.0,0.0,0.0,2008.0,,1517719,2862.20870344,deck,0.2,sjo4,sjo4,1.0,1.0,187280.52884,OBAG,2012.0,1.0,574.108886719,0.0,574.108886719,7012.41132342,7.0,3.1317586234e-07,5.0,1.0,True,0.0,24207.6949252,11.0,3193094.10543,3.0,2310.0,lrt2,S,-121.882872779,37.3129963196,2035.0,68000SJO4lrt2NANA
3156,,900.0,1000.0,3096363.06286,2601166.54704,942.178552246,5703473.83734,15133.7393102,3.0,Santa Clara,2.0,0,,0.0,residential,12469857990398,0.0,0.0,Mountain View,Mountain View,49670.0,2676835.24359,150.0,,,-72548.4495683,4.0,4.42739079103,9.0,0.0,0.0,1993.0,,1320094,3783.43482755,deck,0.2,mvw2,mvw2,1.0,1.0,0.0,OBAG,2012.0,1.0,672.984680176,0.0,672.984680176,10593.6175171,11.0,1.73214212802e-07,5.0,1.0,True,0.0,10000.0,8.0,5773198.30646,2.0,4060.0,cr2,M,-122.077387301,37.3988984788,2035.0,49670MVW2cr2NANA
3157,,1000.0,1000.0,5645029.12882,4100304.84233,1184.18304443,10767930.2078,30187.3215445,3.0,Santa Clara,0.0,4,,0.0,residential,9083065887206,4.0,0.0,San Jose,San Jose,68000.0,4341803.41469,76.3417151889,,,-385550.506814,2.5,2.50366375406,21.0,0.0,0.0,1961.0,,1548190,12074.9286178,deck,0.2,sjo4,sjo4,1.0,1.0,1133995.55286,OBAG,2012.0,1.0,636.970947266,0.0,636.970947266,21131.1250812,21.0,1.00131848175e-07,4.0,1.0,True,0.0,18359.5479435,11.0,9986832.54352,0.0,5092.0,lrt2,S,-121.876905077,37.3357474264,2035.0,68000SJO4lrt2NANA
3158,,800.0,1000.0,1329918.55792,2677500.0,1750.0,4550063.49239,6500.09070341,3.0,San Francisco,3.0,1,,0.0,residential,17517443339560,1.0,0.0,San Francisco,San Francisco,67000.0,2697500.27909,250.0,,,-104630.124381,6.5,6.55909746819,2.0,0.0,0.0,1937.0,,903733,1000.01395437,deck,0.2,sfo11,sfo11,1.0,1.0,623202.005949,OBAG,2012.0,1.0,1250.0,0.0,1250.0,4550.06349239,5.0,2.48297989475e-07,9.0,1.0,True,0.0,20926.0248762,2.0,4027418.837,3.0,2250.0,lrt1,S,-122.429237439,37.7709312856,2035.0,67000SFO11lrt1NANA
3159,,1000.0,1000.0,1382706.3158,2505517.27207,1535.24342651,4540728.94573,7394.15142138,3.0,San Francisco,3.0,1,,0.0,residential,8592417921,1.0,0.0,San Francisco,San Francisco,67000.0,2559292.91877,87.0677193059,,,-107993.013616,2.75,2.8554282863,2.0,0.0,0.0,1910.0,,1001720,2688.78233505,deck,0.2,sfo12,sfo12,1.0,1.0,700483.963957,OBAG,2012.0,1.0,1096.60244751,0.0,1096.60244751,5175.90599497,5.0,2.53678385128e-07,4.0,1.0,True,0.0,21598.6027232,3.0,3941999.23457,3.0,2400.0,lrt2,S,-122.422937496,37.7402921168,2035.0,67000SFO12lrt2NANA
3160,,900.0,1000.0,1444191.63171,2232437.25161,1367.9149826,4225735.55243,7722.94990217,3.0,San Francisco,2.0,1,,0.0,residential,6100603152352,1.0,0.0,San Francisco,San Francisco,67000.0,2276568.39391,123.662021092,,,-23057.6546969,3.5,3.65000062255,3.0,0.0,0.0,1952.0,,1034043,2206.55711491,deck,0.2,sfo12,sfo12,1.0,1.0,526701.13986,OBAG,2012.0,1.0,977.082130432,0.0,977.082130432,5406.06493152,5.0,2.68762294025e-07,5.0,1.0,True,0.0,10000.0,3.0,3720760.02562,2.0,2400.0,lrt2,S,-122.446911381,37.7131659632,2035.0,67000SFO12lrt2NANA
3161,,1254.0,1254.0,1767136.38528,2298505.06714,704.198856354,4850506.15351,8072.80212555,2.0,Alameda,0.0,0,,0.0,residential,12431617145050,0.0,0.0,Alameda,Alameda,562.0,3105785.27969,25.0,,,-23323.3845128,1.0,1.02813852814,5.0,0.0,0.0,1932.0,,140384,8072.80212555,surface,0.0,ala2,ala2,1.0,1.0,0.0,OBAG,2012.0,1.0,858.350594657,0.0,858.350594657,5650.96148789,5.0,2.05215693736e-07,2.0,1.0,True,0.0,10000.0,18.0,4872921.66498,0.0,4800.0,brt2,S,-122.249905525,37.7746832737,2035.0,00562ALA2brt2NANA
3162,,2124.0,2124.0,3310771.36614,668226.926175,718.863684082,4652968.33122,16181.6782314,3.0,Santa Clara,2.0,1,,0.0,residential,14489003378390,1.0,0.0,San Jose,San Jose,68000.0,709771.286275,149.156853279,,,-14849.4264251,7.0,10.3899106771,3.0,0.0,0.0,1987.0,,1391130,2311.66831877,deck,0.2,sjo5,sjo5,1.0,1.0,646417.253254,OBAG,2012.0,1.0,513.474060059,0.0,513.474060059,11327.174762,5.0,2.48722644292e-07,9.0,1.0,True,0.0,10000.0,12.0,4020542.65242,2.0,1367.0,bart2,S,-121.867889653,37.3688783285,2035.0,68000SJO5bart2NANA
3163,,800.0,1000.0,2685425.74393,5088717.13403,1662.97945557,8730807.11946,13125.2480153,3.0,San Francisco,2.0,2,,0.0,residential,14310576483259,2.0,0.0,San Francisco,San Francisco,67000.0,5126217.84265,311.599144692,,,-262864.533237,7.0,8.17523664415,7.0,0.0,0.0,1940.0,,1021881,1875.03543076,deck,0.2,sfo4,sfo4,1.0,1.0,1166842.37127,OBAG,2012.0,1.0,1187.84246826,0.0,1187.84246826,9187.67361071,9.0,1.28014033016e-07,9.0,1.0,True,0.0,23896.7757488,3.0,7811643.58658,2.0,4500.0,bart1,S,-122.418982534,37.7486606778,2035.0,67000SFO4bart1NANA
3164,,800.0,1000.0,862513.605653,779151.06189,896.565246582,1654117.05569,4612.37222274,3.0,Santa Clara,2.0,0,,0.0,residential,8373887512649,0.0,0.0,Mountain View,Mountain View,49670.0,805507.474591,150.0,,,-14325.3304072,3.5,3.93545848091,1.0,0.0,0.0,1999.0,,1326486,1317.82063507,deck,0.2,mvw1,mvw1,1.0,1.0,0.0,OBAG,2012.0,1.0,640.403747559,0.0,640.403747559,3228.66055592,3.0,5.99512807029e-07,5.0,1.0,True,0.0,10000.0,9.0,1668021.08024,2.0,1278.0,lrt1,M,-122.059963596,37.3905099682,2035.0,49670MVW1lrt1NANA
3165,,1000.0,1000.0,3985876.21889,2781251.75081,527.071662903,6860216.70559,18208.6624892,3.0,Contra Costa,0.0,0,,0.0,residential,14968091090980,0.0,0.0,Richmond,Richmond,60620.0,2941206.2511,54.1736247321,,,-70965.4408203,1.5,1.77665042411,13.0,0.0,0.0,1961.0,,445444,12139.1083261,surface,0.0,ric1_a,ric1_a,1.0,1.0,0.0,OBAG,2012.0,1.0,538.222375488,0.0,538.222375488,12746.0637424,13.0,1.44360920248e-07,4.0,1.0,True,0.0,10000.0,20.0,6927082.46998,0.0,7760.0,brt1,S,-122.330458458,37.9336279663,2035.0,60620RIC1_abrt1NANA
3166,,800.0,1000.0,1657708.09344,1402801.6023,1012.23922119,3280541.8367,8102.19009504,3.0,Santa Clara,2.0,1,,0.0,residential,8920196957031,1.0,0.0,San Jose,San Jose,68000.0,1427731.41797,250.0,,,-44105.7243092,6.5,6.55909746819,4.0,0.0,0.0,2010.0,,1392313,1246.49078385,deck,0.2,sjo4,sjo4,1.0,1.0,236660.06009,OBAG,2012.0,1.0,723.028015137,0.0,723.028015137,5671.53306652,6.0,3.24102934541e-07,9.0,1.0,True,0.0,10000.0,11.0,3085439.51142,2.0,2038.0,lrt1,S,-121.901088094,37.3440110401,2035.0,68000SJO4lrt1NANA
3167,,900.0,1000.0,2128020.00967,1888056.85148,964.081317139,4388415.68733,11379.786148,3.0,Alameda,2.0,1,,0.0,residential,9786683758267,1.0,0.0,Oakland,Oakland,53000.0,1953084.2009,125.0,,,-17467.9796222,3.5,3.68949232586,6.0,0.0,0.0,1926.0,,60897,3251.36747086,deck,0.2,okd1_b,okd1_b,1.0,1.0,323770.330474,OBAG,2012.0,1.0,688.629512242,0.0,688.629512242,7965.8503036,8.0,2.45031723867e-07,5.0,1.0,True,0.0,10000.0,18.0,4081104.21058,2.0,2880.0,brt1,S,-122.190206918,37.7619465796,2035.0,53000OKD1_bbrt1NANA
3168,,1673.0,1673.0,1078785.67561,1032046.89884,500.400932312,2228361.51472,5478.85056174,1.0,Sonoma,0.0,0,,0.0,residential,1956253496074,0.0,0.0,Santa Rosa,Santa Rosa,70098.0,1169127.99529,13.068,,,-20344.0576084,0.5,0.717,2.0,0.0,0.0,1924.0,,2042273,10957.7011235,surface,0.0,sro2,sro2,1.0,1.0,0.0,OBAG,2012.0,1.0,581.02946167,0.0,581.02946167,3835.19539322,2.0,4.44856941326e-07,1.0,1.0,True,0.0,10172.0288042,30.0,2247913.6709,0.0,3033.0,b1,S,-122.717243165,38.4486282559,2035.0,70098SRO2b1NANA
3169,,800.0,1000.0,2348135.96242,1409293.03823,799.57166748,4016049.16992,12556.8768044,3.0,Santa Clara,2.0,2,,0.0,residential,13007201414144,2.0,0.0,San Jose,San Jose,68000.0,1481008.20198,155.57953872,,,-97615.4573745,3.5,4.08184543409,7.0,0.0,0.0,1991.0,,1557772,3587.67908696,deck,0.2,vta1_i,vta1_i,1.0,1.0,278881.213931,OBAG,2012.0,1.0,571.122619629,0.0,571.122619629,8789.81376305,9.0,2.61154962328e-07,5.0,1.0,True,0.0,10000.0,12.0,3829144.1644,2.0,2592.0,lrt2,S,-121.851322933,37.3495626823,2035.0,68000VTA1_ilrt2NANA
3170,,1000.0,1000.0,9057595.06659,6244433.52601,1000.652771,15277647.5531,41377.775544,3.0,Santa Clara,0.0,0,,0.0,residential,13994706518242,0.0,0.0,Santa Clara,Santa Clara,69084.0,6796137.19993,50.0,,,-611405.642449,1.5,1.63977436705,29.0,0.0,0.0,1977.0,,1417735,27585.183696,surface,0.0,scl1,scl1,1.0,1.0,0.0,OBAG,2012.0,1.0,527.462158203,0.0,527.462158203,28964.4428808,29.0,6.30766297291e-08,4.0,1.0,True,0.0,21835.9158018,9.0,15853732.2665,0.0,9177.0,brt2,S,-121.983537265,37.3517112107,2035.0,69084SCL1brt2NANA
3171,,2124.0,2124.0,3401501.43828,758862.605348,722.781359863,4806533.40202,16625.1292193,3.0,Santa Clara,2.0,1,,0.0,residential,16869192407848,1.0,0.0,San Jose,San Jose,68000.0,801778.082151,149.156853279,,,-50856.2801062,7.0,10.3899106771,3.0,0.0,0.0,1986.0,,1391116,2375.01845991,deck,0.2,sjo5,sjo5,1.0,1.0,651172.192317,OBAG,2012.0,1.0,516.272399902,0.0,516.272399902,11637.5904535,5.0,2.37909469294e-07,9.0,1.0,True,0.0,10171.2560212,12.0,4203279.52043,2.0,1544.0,bart2,S,-121.866556845,37.3692354131,2035.0,68000SJO5bart2NANA
3172,,800.0,1000.0,4546661.46969,9371250.0,1750.0,15555537.7751,22222.1968216,3.0,San Francisco,2.0,3,,0.0,residential,8346935902929,3.0,0.0,San Francisco,San Francisco,67000.0,9439625.99022,255.041068275,,,-328146.744803,6.5,6.69135690084,14.0,0.0,0.0,1920.0,,975994,3418.79951101,deck,0.2,sfo4,sfo4,1.0,1.0,1869606.01785,OBAG,2012.0,1.0,1250.0,0.0,1250.0,15555.5377751,16.0,7.14986019604e-08,9.0,1.0,True,0.0,17270.8813054,3.0,13986287.4599,2.0,7875.0,bart1,S,-122.42346943,37.7621433575,2035.0,67000SFO4bart1NANA
3173,,1000.0,1000.0,5599381.57164,5271244.90277,996.189716339,10905271.436,27367.4563619,3.0,San Mateo,4.0,0,,0.0,residential,3596791467930,0.0,0.0,Daly City,Daly City,17918.0,5392878.04216,139.634005546,,,-92321.6004157,4.5,4.57936526124,15.0,0.0,0.0,1962.0,,1053595,6081.6569693,deck,0.2,dal1,dal1,1.0,1.0,0.0,OBAG,2012.0,1.0,711.564083099,0.0,711.564083099,19157.2194533,19.0,9.09731060887e-08,6.0,1.0,True,0.0,10000.0,5.0,10992259.6138,4.0,7781.48038695,bart2,S,-122.469283355,37.6908927964,2035.0,17918DAL1bart2NANA
3174,,1264.4,1264.4,1215652.34728,1405029.01987,884.511621094,2730468.83793,6173.95808673,1.0,Alameda,2.0,0,,0.0,residential,10062824488122,0.0,0.0,Alameda County,Alameda County,1.0,1569667.90219,22.0,,,-55948.4397653,0.75,0.912265512266,1.0,0.0,0.0,1954.0,,174745,8231.94411565,surface,0.0,alc2,alc2,1.0,1.0,0.0,OBAG,2012.0,1.0,631.794015067,0.0,631.794015067,4321.77066071,3.0,3.59025142689e-07,2.0,1.0,True,0.0,18649.4799218,17.0,2785320.24947,2.0,2336.0,,S,-122.10596494,37.6938691424,2035.0,00001ALC2NANANA
3175,,2343.0,2343.0,5771666.1649,8107190.12303,830.651321411,14147175.9947,26366.6796021,2.0,Contra Costa,0.0,0,,39386.8453296,residential,14933265671997,0.0,0.0,Lafayette,Lafayette,39122.0,8458745.85105,21.78,,,-124462.148245,1.5,1.67357142857,8.0,0.0,0.0,1981.0,,720447,17577.7864014,surface,0.0,laf1,laf1,1.0,1.0,0.0,OBAG,2012.0,1.0,766.507263184,0.0,766.507263184,18456.6757215,8.0,7.02720342095e-08,4.0,1.0,True,0.0,17780.3068922,22.0,14230412.0159,0.0,14353.0,bart3,MH,-122.121266218,37.8930680574,2035.0,39122LAF1bart3NANA
3176,,900.0,1000.0,1435651.86509,2090379.59546,1280.86985016,3933439.97716,7677.28270104,3.0,San Francisco,2.0,1,,0.0,residential,626827078329,1.0,0.0,San Francisco,San Francisco,67000.0,2137624.41208,114.900407596,,,-129237.422974,3.25,3.3913933765,3.0,0.0,0.0,1944.0,,995235,2362.24083109,deck,0.2,sfo1,sfo1,1.0,1.0,481935.071745,OBAG,2012.0,1.0,914.907035828,0.0,914.907035828,5374.09789073,5.0,2.79855214775e-07,5.0,1.0,True,0.0,25847.4845948,3.0,3573276.27717,2.0,2400.0,lrt1,S,-122.39898376,37.7351616278,2035.0,67000SFO1lrt1NANA
3177,,1000.0,1000.0,1155294.82882,2243084.58486,1374.43908386,3396539.82057,6178.04721295,3.0,San Francisco,2.0,0,,0.0,residential,17087554887942,0.0,0.0,San Francisco,San Francisco,67000.0,2292508.96257,78.3933125244,,,-54407.0694465,2.5,2.57094688851,2.0,0.0,0.0,1910.0,,971877,2471.21888518,deck,0.2,sfo12,sfo12,1.0,1.0,0.0,OBAG,2012.0,1.0,981.742202759,0.0,981.742202759,4324.63304907,4.0,2.9003970658e-07,4.0,1.0,True,0.0,13601.7673616,3.0,3447803.79139,2.0,2400.0,lrt2,S,-122.436199767,37.7249828674,2035.0,67000SFO12lrt2NANA
3178,,1000.0,1000.0,3009893.83658,1713632.1293,810.826013184,5065380.28149,12494.37043,3.0,Santa Clara,3.0,1,,0.0,residential,13347463278578,1.0,0.0,San Jose,San Jose,68000.0,1852458.46741,60.2209280902,,,-163939.799563,1.8,1.97497468484,6.0,0.0,0.0,1960.0,,1558979,6941.31690554,surface,0.0,vta1_i,vta1_i,1.0,1.0,353083.568391,OBAG,2012.0,1.0,579.161437988,0.0,579.161437988,8746.05930098,9.0,2.05661773866e-07,5.0,1.0,True,0.0,20492.4749454,12.0,4862352.30399,3.0,3108.0,lrt2,S,-121.852595173,37.3492956586,2035.0,68000VTA1_ilrt2NANA
3179,,900.0,1000.0,2995763.35548,4243570.04883,1300.1133728,8201362.0602,16020.1248956,3.0,Alameda,0.0,2,,0.0,residential,14754031244545,2.0,0.0,Oakland,Oakland,53000.0,4350370.88147,102.21546353,,,-127942.116828,3.0,3.01698534622,11.0,0.0,0.0,1934.0,,26412,5340.04163187,deck,0.2,okd1_a,okd1_a,1.0,1.0,972334.40746,OBAG,2012.0,1.0,914.180725098,0.0,914.180725098,11214.0874269,11.0,1.36126017814e-07,4.0,1.0,True,0.0,10661.843069,18.0,7346134.23694,0.0,4800.0,brt1,S,-122.242837292,37.7921711038,2035.0,53000OKD1_abrt1NANA
3180,,900.0,1000.0,14019602.1642,24937312.2188,1193.76686096,47186506.2184,68522.0047124,3.0,San Francisco,0.0,10,,0.0,residential,6438841621081,10.0,0.0,San Francisco,San Francisco,67000.0,26764565.6777,126.71783323,,,-725441.953108,3.75,3.74019578602,48.0,0.0,0.0,1964.0,,979805,18272.53459,deck,0.2,sfo4,sfo4,1.0,1.0,7085871.51823,OBAG,2012.0,1.0,1229.70159149,0.0,1229.70159149,47965.4032987,48.0,2.45193184737e-08,5.0,1.0,True,0.0,13687.5840209,3.0,40784167.8419,0.0,30720.0,bart1,S,-122.412855362,37.7544764492,2035.0,67000SFO4bart1NANA
3181,,1000.0,1000.0,1168756.70736,2237032.70273,1370.73082275,3426846.72317,6250.03586824,3.0,San Francisco,2.0,0,,0.0,residential,3657985201408,0.0,0.0,San Francisco,San Francisco,67000.0,2287032.98968,79.5567886486,,,-30717.5266466,2.5,2.60910365501,2.0,0.0,0.0,1950.0,,1015674,2500.0143473,deck,0.2,sfo12,sfo12,1.0,1.0,0.0,OBAG,2012.0,1.0,979.093444824,0.0,979.093444824,4375.02510777,4.0,2.89369460432e-07,4.0,1.0,True,0.0,10000.0,3.0,3455789.69704,2.0,2400.0,brt1,S,-122.436330377,37.71885003,2035.0,67000SFO12brt1NANA
3182,,1000.0,1000.0,4044080.48093,1763300.25703,720.302392578,6230932.29132,21626.0988285,3.0,Santa Clara,2.0,3,,0.0,residential,7100152800389,3.0,0.0,San Jose,San Jose,68000.0,1893111.34643,95.0,,,-278944.674054,3.0,3.11557129739,13.0,0.0,0.0,1967.0,,1430718,7208.6996095,deck,0.2,sjo13,sjo13,1.0,1.0,556570.492771,OBAG,2012.0,1.0,514.501708984,0.0,514.501708984,15138.26918,15.0,1.68429794603e-07,4.0,1.0,True,0.0,18596.3116036,10.0,5937191.82736,2.0,3600.0,b3,S,-121.952283036,37.3125491377,2035.0,68000SJO13b3NANA
3183,,1000.0,1000.0,1186155.57605,2060376.029,1262.48531189,3203217.09601,6343.07794681,3.0,San Francisco,2.0,0,,0.0,residential,9238128408168,0.0,0.0,San Francisco,San Francisco,67000.0,2111120.65258,78.3091745108,,,-99826.0899252,2.5,2.56818754135,2.0,0.0,0.0,1983.0,,996859,2537.23117873,deck,0.2,sfo1,sfo1,1.0,1.0,0.0,OBAG,2012.0,1.0,901.775222778,0.0,901.775222778,4440.15456277,4.0,3.0328062639e-07,4.0,1.0,True,0.0,24956.5224813,3.0,3297276.22863,2.0,2400.0,lrt1,S,-122.3987578,37.7227254633,2035.0,67000SFO1lrt1NANA
3184,,1695.0,1695.0,260548347.722,156999834.872,538.018684387,527483289.814,1190261.98137,2.0,Contra Costa,0.0,0,,0.0,residential,14299839123142,0.0,0.0,Richmond,Richmond,60620.0,276026033.009,21.78,,,-9273821.84436,1.0,1.21071428571,492.0,0.0,0.0,1965.0,,419039,1190261.98137,surface,0.0,ric2,ric2,1.0,1.0,0.0,OBAG,2012.0,1.0,633.093863932,0.0,633.093863932,833183.386958,492.0,1.86367451729e-09,2.0,1.0,True,0.0,18887.6208643,20.0,536574380.73,0.0,429134.0,b2,M,-122.340360439,37.9198561998,2035.0,60620RIC2b2NANA
3185,,1000.0,1000.0,2676691.45294,2311166.24982,952.037506104,5066830.0569,11111.2140014,3.0,San Mateo,0.0,0,,0.0,residential,9118771045867,0.0,0.0,San Bruno,San Bruno,65028.0,2422278.38983,60.9830940022,,,-34110.3417022,2.0,1.99997028736,8.0,0.0,0.0,1961.0,,1079453,5555.6070007,surface,0.0,sbr1,sbr1,1.0,1.0,0.0,OBAG,2012.0,1.0,651.443546295,0.0,651.443546295,7777.84980098,8.0,1.96118045573e-07,7.0,1.0,True,0.0,10000.0,5.0,5098969.84277,0.0,3570.0,bart2,S,-122.411640984,37.6323104961,2035.0,65028SBR1bart2NANA
3186,,800.0,1000.0,3527153.59423,6693750.0,1750.0,12067485.4152,17239.2648789,3.0,San Francisco,3.0,3,,0.0,residential,11836326739713,3.0,0.0,San Francisco,San Francisco,67000.0,6746793.89194,250.0,,,-80731.9784625,6.5,6.55909746819,9.0,0.0,0.0,1920.0,,903632,2652.19459676,deck,0.2,sfo11,sfo11,1.0,1.0,1869606.01785,OBAG,2012.0,1.0,1250.0,0.0,1250.0,12067.4854152,12.0,9.73335712828e-08,9.0,1.0,True,0.0,10000.0,2.0,10273947.4862,3.0,5625.0,lrt1,S,-122.43199982,37.7700721175,2035.0,67000SFO11lrt1NANA
3187,,1000.0,1000.0,1170014.85149,2237881.58877,1371.25097351,3431837.44198,6256.76391171,3.0,San Francisco,2.0,0,,0.0,residential,605263691615,0.0,0.0,San Francisco,San Francisco,67000.0,2287935.70006,79.5567886486,,,-27714.1575888,2.5,2.60910365501,2.0,0.0,0.0,1926.0,,1015762,2502.70556468,deck,0.2,sfo12,sfo12,1.0,1.0,0.0,OBAG,2012.0,1.0,979.464981079,0.0,979.464981079,4379.73473819,4.0,2.89188635029e-07,4.0,1.0,True,0.0,10000.0,3.0,3457950.55155,2.0,2400.0,lrt2,S,-122.437562182,37.7191940844,2035.0,67000SFO12lrt2NANA
3188,,800.0,1000.0,3989884.39215,8032500.0,1750.0,13650630.8627,19500.9012324,3.0,San Francisco,4.0,3,,0.0,residential,10896116354208,3.0,0.0,San Francisco,San Francisco,67000.0,8092502.77302,250.0,,,-319839.45898,6.5,6.55909746819,10.0,0.0,0.0,1967.0,,902265,3000.13865114,deck,0.2,sfo11,sfo11,1.0,1.0,1869606.01785,OBAG,2012.0,1.0,1250.0,0.0,1250.0,13650.6308627,14.0,8.27651014927e-08,9.0,1.0,True,0.0,18814.0858223,2.0,12082387.1652,4.0,6750.0,lrt1,S,-122.425708406,37.7772287982,2035.0,67000SFO11lrt1NANA
3189,,800.0,1000.0,4571568.27836,9371250.0,1750.0,15640751.6855,22343.9309793,3.0,San Francisco,2.0,3,,0.0,residential,9192946980207,3.0,0.0,San Francisco,San Francisco,67000.0,9440000.55686,250.0,,,-255164.00243,6.5,6.55909746819,14.0,0.0,0.0,1937.0,,903370,3437.52784297,deck,0.2,sfo11,sfo11,1.0,1.0,1869606.01785,OBAG,2012.0,1.0,1250.0,0.0,1250.0,15640.7516855,16.0,7.13695954936e-08,9.0,1.0,True,0.0,13429.6843384,2.0,14011568.8352,2.0,7875.0,lrt1,S,-122.424650018,37.7721747175,2035.0,67000SFO11lrt1NANA
3190,,900.0,1000.0,3115603.81789,1363431.11133,795.653076172,4477796.83784,16660.9829834,3.0,Santa Clara,0.0,0,,0.0,residential,16543028044434,0.0,0.0,Gilroy,Gilroy,29504.0,1473900.79768,108.9,,,-122043.774456,3.0,3.21428571429,12.0,0.0,0.0,1922.0,,1723655,5553.66099445,deck,0.2,gil1,gil1,1.0,1.0,0.0,OBAG,2012.0,1.0,479.927612305,0.0,479.927612305,11662.6880884,12.0,2.17888439769e-07,4.0,1.0,True,0.0,10170.314538,14.0,4589504.61557,0.0,2520.0,b2,S,-121.56931323,37.0093188072,2035.0,29504GIL1b2NANA
3191,,800.0,1000.0,2690308.48649,5355000.0,1750.0,9204378.98605,13149.1128372,3.0,San Francisco,4.0,2,,0.0,residential,8949171968134,2.0,0.0,San Francisco,San Francisco,67000.0,5395458.80873,250.0,,,-134297.847317,6.5,6.55909746819,5.0,0.0,0.0,1937.0,,903397,2022.94043649,deck,0.2,sfo11,sfo11,1.0,1.0,1246404.0119,OBAG,2012.0,1.0,1250.0,0.0,1250.0,9204.37898605,9.0,1.2367410086e-07,9.0,1.0,True,0.0,12208.8952106,2.0,8085767.29522,4.0,4500.0,lrt1,S,-122.428259417,37.7721767378,2035.0,67000SFO11lrt1NANA
3192,,1000.0,1000.0,2555628.57514,1727666.09042,1136.77200317,4767820.11083,10608.6698844,3.0,Alameda,0.0,1,,0.0,residential,1220025591881,1.0,0.0,Oakland,Oakland,53000.0,1833752.78927,67.758442318,,,-98066.6899313,2.0,2.22217113728,7.0,0.0,0.0,1961.0,,65563,5304.33494218,surface,0.0,okd4,okd4,1.0,1.0,469995.307106,OBAG,2012.0,1.0,642.038225446,0.0,642.038225446,7426.06891905,7.0,2.27822537387e-07,7.0,1.0,True,0.0,14009.527133,18.0,4389381.36441,0.0,2235.0,b2,M,-122.164923012,37.7630622093,2035.0,53000OKD4b2NANA
3193,,800.0,1000.0,10820050.8532,11259109.9431,1357.28458252,25430109.4461,46840.0469836,3.0,Alameda,0.0,8,,0.0,residential,4741182796846,8.0,0.0,Oakland,Oakland,53000.0,11363198.9364,350.0,,,-361462.304959,9.0,9.18273645546,33.0,0.0,0.0,1908.0,,6520,5204.44966484,deck,0.2,okd3,okd3,1.0,1.0,3587440.26935,OBAG,2012.0,1.0,969.488987514,0.0,969.488987514,32788.0328885,33.0,4.50790578245e-08,12.0,1.0,True,0.0,10000.0,18.0,22183249.7896,0.0,12199.0,bart1,S,-122.268454355,37.8126719166,2035.0,53000OKD3bart1NANA
