development_id,SDEM,ave_unit_size,building_cost,building_purchase_price,building_purchase_price_sqft,building_revenue,building_sqft,building_type_id,county,current_units,deed_restricted_units,fees,form,geom_id,inclusionary_units,job_spaces,juris,land_cost,max_dua,max_far,max_height,max_profit,max_profit_far,min_max_fars,net_units,non_residential_price,non_residential_sqft,oldest_building,parcel_id,parcel_size,parking_config,parking_ratio,pda,policy_based_revenue_reduction,redfin_sale_year,residential,residential_price,residential_sales_price_sqft,residential_sqft,residential_units,retail_ratio,return_on_cost,stories,subsidized,subsidized_units,superdistrict,total_cost,total_residential_units,total_sqft,vmt_res_cat,x,y,year_built
1140,True,,,,,,1420081.0,4.0,,,0,,office,7104084258435,,4000.0,,,,,,,,,,0.0,1420081.0,,980872,,,,sfo7,,2012.0,,0.0,,0.0,0.0,,,61.0,False,,,,,,S,-122.396595637,37.7896913804,2017.0
1141,True,,,,,,2286600.0,14.0,,,0,,office,7104084258435,,5970.0,,,,,,,,,,0.0,2286600.0,,980872,,,,sfo7,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-122.396595637,37.7896913804,2017.0
1142,True,,,,,,40000.0,10.0,,,0,,retail,7104084258435,,89.0,,,,,,,,,,0.0,40000.0,,980872,,,,sfo7,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-122.396595637,37.7896913804,2017.0
1143,True,,,,,,5000.0,4.0,,,0,,office,7104084258435,,14.0,,,,,,,,,,0.0,5000.0,,980872,,,,sfo7,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-122.396595637,37.7896913804,2017.0
1144,True,,,,,,44400.0,1.0,,,0,,residential,7118569650395,,0.0,,,,,,,,,,0.0,0.0,,1704994,,,,,,2012.0,,0.0,,0.0,37.0,,,1.0,False,,,,,,M,-121.638793851,37.0999995028,2015.0
1145,True,,,,,,348000.0,12.0,,,0,,residential,7128489026885,,0.0,,,,,,,,,,0.0,0.0,,322233,,,,fre4,,2012.0,,0.0,,0.0,290.0,,,1.0,False,,,,,,M,-121.944001101,37.5002470574,2016.0
1146,True,,,,,,458400.0,3.0,,,0,,residential,7190366198944,,0.0,,,,,,,,,,0.0,0.0,,731,,,,okd3,,2012.0,,0.0,,0.0,382.0,,,1.0,False,,,,,,S,-122.271223927,37.7980766732,2015.0
1147,True,,,,,,39600.0,2.0,,,0,,residential,7191046853343,,0.0,,,,,,,,,,0.0,0.0,,1923258,,,,,,2012.0,,0.0,,0.0,33.0,,,1.0,False,,,,,,S,-122.70443391,38.4254238797,2015.0
1148,True,,,,,,20000.0,10.0,,,0,,retail,7191220594910,,44.0,,,,,,,,,,0.0,20000.0,,974615,,,,sfo4,,2012.0,,0.0,,0.0,0.0,,,2.0,False,,,,,,S,-122.418065673,37.7681993114,2015.0
1149,True,,,,,,75090.0,3.0,,,0,,residential,7291019156087,,0.0,,,,,,,,,,0.0,0.0,,649848,,,,her2,,2012.0,,0.0,,0.0,67.0,,,4.0,False,,,,,,M,-122.2766093,38.0143766987,2016.0
1150,True,,,,,,75090.0,3.0,,,0,,residential,7291019156087,,0.0,,,,,,,,,,0.0,0.0,,649848,,,,her2,,2012.0,,0.0,,0.0,67.0,,,4.0,False,,,,,,M,-122.2766093,38.0143766987,2016.0
1151,True,,,,,,100000.0,10.0,,,0,,retail,7299494955245,,224.0,,,,,,,,,,0.0,100000.0,,1548212,,,,sjo4,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-121.882227275,37.3357149706,2015.0
1152,True,,,,,,52000.0,10.0,,,0,,retail,7299494955245,,116.0,,,,,,,,,,0.0,52000.0,,1548212,,,,sjo4,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-121.882227275,37.3357149706,2015.0
1153,True,,,,,,425000.0,3.0,,,0,,residential,7299494955245,,0.0,,,,,,,,,,0.0,0.0,,1548212,,,,sjo4,,2012.0,,0.0,,0.0,850.0,,,1.0,False,,,,,,S,-121.882227275,37.3357149706,2016.0
1154,True,,,,,,278416.0,3.0,,,0,,residential,7321539878675,,0.0,,,,,,,,,,0.0,0.0,,2005982,,,,,,2012.0,,0.0,,0.0,294.0,,,3.0,False,,,,,,M,-122.719914632,38.3548950067,2015.0
1155,True,,,,,,2689.0,1.0,,,0,,residential,7401467744281,,0.0,,,,,,,,,,0.0,0.0,,1831074,,,,,,2012.0,,0.0,,0.0,1.0,,,1.0,False,,,,,,M,-121.95007152,38.3282447641,2015.0
1156,True,,,,,,105000.0,4.0,,,0,,office,7410549291041,,295.0,,,,,,,,,,0.0,105000.0,,106873,,,,,,2012.0,,0.0,,0.0,0.0,,,4.0,False,,,,,,S,-122.294727869,37.8526753449,2015.0
1157,True,,,,,,200000.0,3.0,,,0,,residential,7428144505392,,0.0,,,,,,,,,,0.0,0.0,,902786,,,,sfo11,,2012.0,,0.0,,0.0,244.0,,,5.0,False,,,,,,S,-122.425119564,37.7749621106,2015.0
1158,True,,,,,,373334.0,12.0,,,0,,residential,7453797589419,,212.0,,,,,,,,,,0.0,81334.0,,902339,,,,sfo11,,2012.0,,0.0,,0.0,400.0,,,29.0,False,,,,,,S,-122.419177324,37.776721112,2015.0
1159,True,,,,,,97200.0,3.0,,,0,,residential,7453953525316,,0.0,,,,,,,,,,0.0,0.0,,6340,,,,okd3,,2012.0,,0.0,,0.0,81.0,,,1.0,False,,,,,,S,-122.26877945,37.8108950744,2015.0
1160,True,,,,,,292800.0,1.0,,,0,,residential,7458962950632,,0.0,,,,,,,,,,0.0,0.0,,206472,,,,new1,,2012.0,,0.0,,0.0,244.0,,,1.0,False,,,,,,M,-122.048685152,37.5214134496,2015.0
1161,True,,,,,,539500.0,12.0,,,0,,residential,7485317978025,,339.0,,,,,,,,,,0.0,130000.0,,1998311,,,,pet1,,2012.0,,0.0,,0.0,273.0,,,1.0,False,,,,,,M,-122.619516748,38.2309832655,2018.0
1162,True,,,,,,120000.0,3.0,,,0,,residential,7485589959152,,0.0,,,,,,,,,,0.0,0.0,,1874203,,,,,,2012.0,,0.0,,0.0,80.0,,,1.0,False,,,,,,MH,-122.615341996,38.2324119775,2019.0
1163,True,,,,,,120457.0,3.0,,,0,,residential,7495645854684,,0.0,,,,,,,,,,0.0,0.0,,980868,,,,sfo7,,2012.0,,0.0,,0.0,130.0,,,70.0,False,,,,,,S,-122.395220789,37.7896424397,2016.0
1164,True,,,,,,4600.0,10.0,,,0,,retail,7506584638822,,10.0,,,,,,,,,,0.0,4600.0,,344015,,,,,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,MH,-121.975407261,37.5050725286,2015.0
1165,True,,,,,,16118.0,10.0,,,0,,retail,7521953682235,,36.0,,,,,,,,,,0.0,16118.0,,1590374,,,,,,2012.0,,0.0,,0.0,0.0,,,2.0,False,,,,,,M,-121.9636625,37.2364500732,2015.0
1166,True,,,,,,16200.0,10.0,,,0,,retail,7521953682235,,36.0,,,,,,,,,,0.0,16200.0,,1590374,,,,,,2012.0,,0.0,,0.0,0.0,,,2.0,False,,,,,,M,-121.9636625,37.2364500732,2015.0
1167,True,,,,,,86500.0,12.0,,,0,,residential,7522067872889,,54.0,,,,,,,,,,0.0,20825.0,,971513,,,,sfo2,,2012.0,,0.0,,0.0,71.0,,,5.0,False,,,,,,S,-122.454994076,37.7239728128,2015.0
1168,True,,,,,,51600.0,2.0,,,0,,residential,7565153604228,,0.0,,,,,,,,,,0.0,0.0,,1702302,,,,,,2012.0,,0.0,,0.0,43.0,,,1.0,False,,,,,,M,-121.649822743,37.1078192057,2015.0
1169,True,,,,,,174250.0,3.0,,,0,,residential,7580318044163,,0.0,,,,,,,,,,0.0,0.0,,1296902,,,,sun8,,2012.0,,0.0,,0.0,188.0,,,4.0,False,,,,,,M,-122.010884006,37.3961310273,2017.0
1170,True,,,,,,115200.0,3.0,,,0,,residential,7594760531205,,0.0,,,,,,,,,,0.0,0.0,,436,,,,okd3,,2012.0,,0.0,,0.0,96.0,,,1.0,False,,,,,,S,-122.274825015,37.7950261052,2015.0
1171,True,,,,,,105000.0,3.0,,,0,,residential,7616901420240,,0.0,,,,,,,,,,0.0,0.0,,1347070,,,,mvw4,,2012.0,,0.0,,0.0,120.0,,,4.0,False,,,,,,M,-122.060476335,37.3748811861,2015.0
1172,True,,,,,,50000.0,3.0,,,0,,residential,7625353975758,,0.0,,,,,,,,,,0.0,0.0,,899826,,,,sfo3,,2012.0,,0.0,,0.0,54.0,,,6.0,False,,,,,,S,-122.419763491,37.7927787316,2015.0
1173,True,,,,,,70000.0,7.0,,,0,,industrial,7678943079217,,105.0,,,,,,,,,,0.0,70000.0,,1948347,,,,,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,M,-122.799374103,38.5041592196,2015.0
1174,True,,,,,,10000.0,8.0,,,0,,industrial,7692544045370,,10.0,,,,,,,,,,0.0,10000.0,,1152175,,,,bel1,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,M,-122.270307385,37.5201148283,2015.0
1175,True,,,,,,3000.0,10.0,,,0,,retail,7749699129837,,6.0,,,,,,,,,,0.0,3000.0,,1689892,,,,sjo2,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,M,-121.79843845,37.2480867916,2015.0
1176,True,,,,,,153600.0,3.0,,,0,,residential,7760468369295,,0.0,,,,,,,,,,0.0,0.0,,729461,,,,elc1_b,,2012.0,,0.0,,0.0,128.0,,,1.0,False,,,,,,S,-122.297148164,37.8994180811,2015.0
1177,True,,,,,,167500.0,1.0,,,0,,residential,7836571103532,,0.0,,,,,,,,,,0.0,0.0,,244612,,,,liv2,,2012.0,,0.0,,0.0,67.0,,,1.0,False,,,,,,H,-121.715937025,37.7017688356,2016.0
1178,True,,,,,,2247.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1179,True,,,,,,2247.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1180,True,,,,,,2247.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1181,True,,,,,,2247.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1182,True,,,,,,2247.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1183,True,,,,,,2247.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1184,True,,,,,,2247.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1185,True,,,,,,2421.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1186,True,,,,,,2421.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1187,True,,,,,,2421.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1188,True,,,,,,2421.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1189,True,,,,,,2463.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1190,True,,,,,,2463.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1191,True,,,,,,2463.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1192,True,,,,,,2463.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1193,True,,,,,,2752.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1194,True,,,,,,2752.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1195,True,,,,,,2752.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1196,True,,,,,,2752.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1197,True,,,,,,2752.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1198,True,,,,,,2421.0,1.0,,,0,,residential,7871802697682,,0.0,,,,,,,,,,0.0,0.0,,1817757,,,,,,2012.0,,0.0,,0.0,6.0,,,1.0,False,,,,,,M,-121.944984013,38.3994299203,2015.0
1199,True,,,,,,1300000.0,4.0,,,0,,office,7895850984092,,3661.0,,,,,,,,,,0.0,1300000.0,,980794,,,,sfo7,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-122.398658185,37.7901490877,2019.0
1200,True,,,,,,3988.0,1.0,,,0,,residential,7914252847735,,0.0,,,,,,,,,,0.0,0.0,,1831170,,,,,,2012.0,,0.0,,0.0,1.0,,,1.0,False,,,,,,M,-121.949282455,38.3255747645,2015.0
1201,True,,,,,,3128.0,1.0,,,0,,residential,7926980995173,,0.0,,,,,,,,,,0.0,0.0,,1804397,,,,,,2012.0,,0.0,,0.0,1.0,,,1.0,False,,,,,,S,-121.983125481,38.4012382386,2015.0
1202,True,,,,,,128000.0,4.0,,,0,,office,8073599319083,,360.0,,,,,,,,,,0.0,128000.0,,1948331,,,,,,2012.0,,0.0,,0.0,0.0,,,3.0,False,,,,,,M,-122.782724755,38.512611491,2015.0
1203,True,,,,,,43200.0,1.0,,,0,,residential,8087033907348,,0.0,,,,,,,,,,0.0,0.0,,1895127,,,,,,2012.0,,0.0,,0.0,36.0,,,1.0,False,,,,,,MH,-122.604486768,38.4434230895,2015.0
1204,True,,,,,,260000.0,3.0,,,0,,residential,8098147942817,,0.0,,,,,,,,,,0.0,0.0,,981693,,,,sfo7,,2012.0,,0.0,,0.0,281.0,,,28.0,False,,,,,,S,-122.396093313,37.7873947482,2016.0
1205,True,,,,,,80000.0,4.0,,,0,,office,8173572322083,,225.0,,,,,,,,,,0.0,80000.0,,114502,,,,,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-122.254483411,37.8738827052,2016.0
1206,True,,,,,,44400.0,1.0,,,0,,residential,8180741807193,,0.0,,,,,,,,,,0.0,0.0,,2037170,,,,,,2012.0,,0.0,,0.0,37.0,,,1.0,False,,,,,,M,-122.717608089,38.4738807591,2015.0
1207,True,,,,,,67200.0,3.0,,,0,,residential,8226549611873,,0.0,,,,,,,,,,0.0,0.0,,1988723,,,,sro5,,2012.0,,0.0,,0.0,56.0,,,1.0,False,,,,,,S,-122.738144203,38.4143590655,2015.0
1208,True,,,,,,56400.0,3.0,,,0,,residential,8246560007040,,0.0,,,,,,,,,,0.0,0.0,,5558,,,,okd7,,2012.0,,0.0,,0.0,47.0,,,1.0,False,,,,,,S,-122.286262952,37.8227944675,2015.0
1209,True,,,,,,3920000.0,12.0,,,0,,residential,8287296964962,,522.0,,,,,,,,,,0.0,200000.0,,231,,,,okd3,,2012.0,,0.0,,0.0,3100.0,,,1.0,False,,,,,,S,-122.261807085,37.7892650217,2015.0
1210,True,,,,,,70800.0,3.0,,,0,,residential,8300501534651,,0.0,,,,,,,,,,0.0,0.0,,1325664,,,,,,2012.0,,0.0,,0.0,59.0,,,1.0,False,,,,,,M,-122.06503627,37.3919784427,2015.0
1211,True,,,,,,194549.0,4.0,,,0,,office,8359129770625,,548.0,,,,,,,,,,0.0,194549.0,,1373276,,,,,,2012.0,,0.0,,0.0,0.0,,,6.0,False,,,,,,M,-121.92822259,37.3525671753,2016.0
1212,True,,,,,,162557.0,4.0,,,0,,office,8359129770625,,457.0,,,,,,,,,,0.0,162557.0,,1373276,,,,,,2012.0,,0.0,,0.0,0.0,,,5.0,False,,,,,,M,-121.92822259,37.3525671753,2016.0
1213,True,,,,,,22800.0,3.0,,,0,,residential,8382626687127,,0.0,,,,,,,,,,0.0,0.0,,1323185,,,,mvw2,,2012.0,,0.0,,0.0,19.0,,,1.0,False,,,,,,M,-122.072934927,37.3882301573,2015.0
1214,True,,,,,,1200.0,1.0,,,0,,residential,8396327661456,,0.0,,,,,,,,,,0.0,0.0,,1073806,,,,,,2012.0,,0.0,,0.0,1.0,,,1.0,False,,,,,,S,-122.410479907,37.6602731869,2015.0
1215,True,,,,,,79200.0,3.0,,,0,,residential,8412716258050,,0.0,,,,,,,,,,0.0,0.0,,1296914,,,,sun8,,2012.0,,0.0,,0.0,66.0,,,1.0,False,,,,,,M,-122.013194833,37.4052880429,2015.0
1216,True,,,,,,20172.0,3.0,,,0,,residential,8421401976406,,0.0,,,,,,,,,,0.0,0.0,,1028938,,,,sfo2,,2012.0,,0.0,,0.0,21.0,,,4.0,False,,,,,,S,-122.454876792,37.7232925679,2015.0
1217,True,,,,,,184350.0,4.0,,,0,,office,8427700634015,,519.0,,,,,,,,,,0.0,184350.0,,1268219,,,,,,2012.0,,0.0,,0.0,0.0,,,6.0,False,,,,,,M,-121.963673036,37.4204144955,2016.0
1218,True,,,,,,184350.0,4.0,,,0,,office,8427700634015,,519.0,,,,,,,,,,0.0,184350.0,,1268219,,,,,,2012.0,,0.0,,0.0,0.0,,,6.0,False,,,,,,M,-121.963673036,37.4204144955,2016.0
1219,True,,,,,,790800.0,12.0,,,0,,residential,8437778118860,,109.0,,,,,,,,,,0.0,42000.0,,13396,,,,okd6,,2012.0,,0.0,,0.0,624.0,,,1.0,False,,,,,,S,-122.265672681,37.8289255241,2015.0
1220,True,,,,,,279100.0,12.0,,,0,,residential,8437778118860,,61.0,,,,,,,,,,0.0,23500.0,,13396,,,,okd6,,2012.0,,0.0,,0.0,213.0,,,4.0,False,,,,,,S,-122.265672681,37.8289255241,2016.0
1221,True,,,,,,83783.0,3.0,,,0,,residential,8459819243587,,0.0,,,,,,,,,,0.0,0.0,,892277,,,,sfo3,,2012.0,,0.0,,0.0,75.0,,,8.0,False,,,,,,S,-122.401628991,37.7982992329,2015.0
1222,True,,,,,,136275.0,8.0,,,0,,industrial,8468126993082,,141.0,,,,,,,,,,0.0,136275.0,,884553,,,,,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,M,-122.258631435,38.1897790644,2015.0
1223,True,,,,,,3988.0,1.0,,,0,,residential,8482337684472,,0.0,,,,,,,,,,0.0,0.0,,1831111,,,,,,2012.0,,0.0,,0.0,1.0,,,1.0,False,,,,,,M,-121.950645357,38.3271294329,2015.0
1224,True,,,,,,145000.0,1.0,,,0,,residential,8513500266683,,0.0,,,,,,,,,,0.0,0.0,,226416,,,,,,2012.0,,0.0,,0.0,58.0,,,1.0,False,,,,,,MH,-121.738526307,37.7052236872,2018.0
1225,True,,,,,,3613.0,10.0,,,0,,retail,8550116615538,,8.0,,,,,,,,,,0.0,3613.0,,1403567,,,,sjo7,,2012.0,,0.0,,0.0,0.0,,,1.0,False,,,,,,S,-121.918332284,37.3236773001,2015.0
1226,True,,,,,,54860.0,4.0,,,0,,office,8573979645895,,154.0,,,,,,,,,,0.0,54860.0,,3826,,,,okd7,,2012.0,,0.0,,0.0,0.0,,,3.0,False,,,,,,S,-122.282197372,37.8181217347,2015.0
1227,True,,,,,,3106.0,1.0,,,0,,residential,8583227361821,,0.0,,,,,,,,,,0.0,0.0,,1831113,,,,,,2012.0,,0.0,,0.0,1.0,,,1.0,False,,,,,,M,-121.95008348,38.3269329142,2015.0
1228,True,,,,,,89584.0,4.0,,,0,,office,8609520910964,,252.0,,,,,,,,,,0.0,89584.0,,1312596,,,,,,2012.0,,0.0,,0.0,0.0,,,2.0,False,,,,,,M,-122.148273391,37.4172793991,2015.0
1229,True,,,,,,278000.0,3.0,,,0,,residential,8695287094504,,0.0,,,,,,,,,,0.0,0.0,,981729,,,,sfo7,,2012.0,,0.0,,0.0,300.0,,,32.0,False,,,,,,S,-122.393608537,37.7887057392,2015.0
1230,True,,,,,,43200.0,3.0,,,0,,residential,8719825111212,,0.0,,,,,,,,,,0.0,0.0,,214247,,,,,,2012.0,,0.0,,0.0,36.0,,,1.0,False,,,,,,M,-122.015977467,37.5351160702,2015.0
1231,True,,,,,,105000.0,4.0,,,0,,office,8788404141928,,295.0,,,,,,,,,,0.0,105000.0,,981655,,,,sfo3,,2012.0,,0.0,,0.0,0.0,,,4.0,False,,,,,,S,-122.400813391,37.7835133643,2018.0
1232,True,,,,,,100000.0,3.0,,,0,,residential,8850685571433,,0.0,,,,,,,,,,0.0,0.0,,152975,,,,sle3,,2012.0,,0.0,,0.0,108.0,,,5.0,False,,,,,,S,-122.159312228,37.7219741203,2016.0
1233,True,,,,,,149550.0,3.0,,,0,,residential,8868002314629,,0.0,,,,,,,,,,0.0,0.0,,1702347,,,,,,2012.0,,0.0,,0.0,133.0,,,3.0,False,,,,,,M,-121.639720244,37.1087125317,2015.0
1234,True,,,,,,2462.0,1.0,,,0,,residential,8982381387307,,0.0,,,,,,,,,,0.0,0.0,,1819112,,,,,,2012.0,,0.0,,0.0,4.0,,,1.0,False,,,,,,S,-121.973961018,38.3927239997,2015.0
1235,True,,,,,,200000.0,3.0,,,0,,residential,8984361971351,,0.0,,,,,,,,,,0.0,0.0,,399133,,,,ccc1,,2012.0,,0.0,,0.0,200.0,,,6.0,False,,,,,,M,-122.05505356,37.9283567337,2016.0
1236,True,,,,,,640000.0,3.0,,,0,,residential,8999409747147,,0.0,,,,,,,,,,0.0,0.0,,1510394,,,,,,2012.0,,0.0,,0.0,320.0,,,1.0,False,,,,,,M,-121.95713452,37.2500878927,2017.0
1237,True,,,,,,476000.0,3.0,,,0,,residential,9009204060039,,0.0,,,,,,,,,,0.0,0.0,,990276,,,,sfo1,,2012.0,,0.0,,0.0,595.0,,,3.0,False,,,,,,S,-122.380386053,37.7149614448,2018.0
1238,True,,,,,,654500.0,3.0,,,0,,residential,9009204060039,,0.0,,,,,,,,,,0.0,0.0,,990276,,,,sfo1,,2012.0,,0.0,,0.0,595.0,,,3.0,False,,,,,,S,-122.380386053,37.7149614448,2018.0
1239,True,,,,,,833000.0,3.0,,,0,,residential,9009204060039,,0.0,,,,,,,,,,0.0,0.0,,990276,,,,sfo1,,2012.0,,0.0,,0.0,595.0,,,3.0,False,,,,,,S,-122.380386053,37.7149614448,2018.0
1240,True,,,,,,924000.0,3.0,,,0,,residential,9009204060039,,0.0,,,,,,,,,,0.0,0.0,,990276,,,,sfo1,,2012.0,,0.0,,0.0,840.0,,,3.0,False,,,,,,S,-122.380386053,37.7149614448,2018.0
1241,True,,,,,,85000.0,4.0,,,0,,office,9021346378913,,239.0,,,,,,,,,,0.0,85000.0,,756532,,,,sra1,,2012.0,,0.0,,0.0,0.0,,,4.0,False,,,,,,S,-122.524805315,37.9702414923,2016.0
1242,True,,,,,,150988.0,4.0,,,0,,office,9068422262661,,425.0,,,,,,,,,,0.0,150988.0,,1325935,,,,,,2012.0,,0.0,,0.0,0.0,,,4.0,False,,,,,,S,-122.054748905,37.4020687914,2016.0
1243,True,,,,,,2827.0,1.0,,,0,,residential,9092490853412,,0.0,,,,,,,,,,0.0,0.0,,1804465,,,,,,2012.0,,0.0,,0.0,1.0,,,1.0,False,,,,,,S,-121.982691445,38.4007022949,2015.0
1244,True,,,,,,400000.0,3.0,,,0,,residential,9099986239470,,0.0,,,,,,,,,,0.0,0.0,,981803,,,,sfo3,,2012.0,,0.0,,0.0,432.0,,,38.0,False,,,,,,S,-122.393748741,37.7858734305,2015.0
1245,True,,,,,,576000.0,3.0,,,0,,residential,9105622600336,,0.0,,,,,,,,,,0.0,0.0,,1041735,,,,sfo8,,2012.0,,0.0,,0.0,480.0,,,6.0,False,,,,,,S,-122.366270325,37.8207116761,2019.0
1246,True,,,,,,129715.0,3.0,,,0,,residential,9152288724692,,0.0,,,,,,,,,,0.0,0.0,,1438078,,,,,,2012.0,,0.0,,0.0,110.0,,,4.0,False,,,,,,M,-121.962095321,37.2949864137,2015.0
1247,True,,,,,,129600.0,3.0,,,0,,residential,9152288724692,,0.0,,,,,,,,,,0.0,0.0,,1438078,,,,,,2012.0,,0.0,,0.0,108.0,,,1.0,False,,,,,,M,-121.962095321,37.2949864137,2015.0
1248,True,,,,,,48000.0,3.0,,,0,,residential,9157040955853,,0.0,,,,,,,,,,0.0,0.0,,214011,,,,,,2012.0,,0.0,,0.0,40.0,,,1.0,False,,,,,,M,-122.015346755,37.5358146644,2015.0
1249,True,,,,,,370800.0,3.0,,,0,,residential,9169579217651,,0.0,,,,,,,,,,0.0,0.0,,1040229,,,,sfo10,,2012.0,,0.0,,0.0,309.0,,,6.0,False,,,,,,S,-122.483868253,37.7192013413,2015.0
1250,True,,,,,,36000.0,3.0,,,0,,residential,9195580738140,,0.0,,,,,,,,,,0.0,0.0,,1278893,,,,mpt1,,2012.0,,0.0,,0.0,40.0,,,4.0,False,,,,,,S,-121.902442791,37.4122976436,2015.0
1251,True,,,,,,160000.0,3.0,,,0,,residential,9195580738140,,0.0,,,,,,,,,,0.0,0.0,,1278893,,,,mpt1,,2012.0,,0.0,,0.0,172.0,,,4.0,False,,,,,,S,-121.902442791,37.4122976436,2015.0
1252,True,,,,,,244800.0,3.0,,,0,,residential,9195580738140,,0.0,,,,,,,,,,0.0,0.0,,1278893,,,,mpt1,,2012.0,,0.0,,0.0,204.0,,,1.0,False,,,,,,S,-121.902442791,37.4122976436,2016.0
1253,True,,,,,,2462.0,1.0,,,0,,residential,9255804484329,,0.0,,,,,,,,,,0.0,0.0,,1827450,,,,,,2012.0,,0.0,,0.0,4.0,,,1.0,False,,,,,,M,-121.942422859,38.334430713,2015.0
