pda,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo1,16965.0,10501.0,2750.0,2097.0,1617.0,7566.0,9952.0,27218.0,28.0,4915.0,1157.0,9803.0,3953.0,7362.0,0.96843246946,21859739.0,803.135388346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre2,6132.0,1460.0,1526.0,1648.0,1498.0,1321.0,4455.0,16189.0,19.0,357.0,1420.0,4469.0,6004.0,3920.0,1.06163434903,7435660.0,459.303230589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liv1,572.0,126.0,161.0,149.0,136.0,133.0,316.0,4185.0,6.0,124.0,555.0,1139.0,1647.0,714.0,1.27394209354,2292615.0,547.817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
her2,740.0,273.0,172.0,147.0,148.0,663.0,134.0,24.0,0.0,15.0,0.0,3.0,1.0,5.0,0.928481806775,18615.0,775.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre1,9125.0,2114.0,2527.0,2203.0,2281.0,3931.0,4440.0,4814.0,12.0,577.0,713.0,1001.0,1623.0,888.0,1.09007287062,3456068.0,717.920232655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre4,1954.0,582.0,399.0,449.0,524.0,1215.0,521.0,11897.0,33.0,5208.0,936.0,2592.0,1176.0,1952.0,1.12557603687,12328814.0,1036.29604102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ple1,1816.0,716.0,305.0,348.0,447.0,60.0,1827.0,15490.0,46.0,2379.0,2271.0,4852.0,2477.0,3465.0,0.962374138845,8378972.0,540.927824403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
her1,87.0,14.0,24.0,24.0,25.0,2.0,88.0,1042.0,0.0,155.0,169.0,227.0,209.0,282.0,0.966666666667,535491.0,513.906909789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pit1,3484.0,1366.0,991.0,693.0,434.0,2296.0,1484.0,3839.0,1.0,449.0,420.0,387.0,1269.0,1313.0,0.921693121693,2944830.0,767.082573587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre3,7452.0,1898.0,1896.0,1897.0,1761.0,2836.0,4473.0,4920.0,15.0,718.0,555.0,1030.0,1416.0,1186.0,1.01956491996,3426553.0,696.453861789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo9_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ric2,3196.0,904.0,964.0,705.0,623.0,1682.0,1827.0,6758.0,3.0,1879.0,506.0,1062.0,1247.0,2061.0,0.910800797948,5817734.0,860.866232613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo10,8470.0,3709.0,1773.0,1451.0,1537.0,4354.0,4572.0,8458.0,4.0,152.0,1758.0,984.0,3890.0,1670.0,0.948913287027,4333438.0,512.347836368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
