zone_id,SD,ZONE,COUNTY,AGREMPN,FPSEMPN,HEREMPN,RETEMPN,TOTEMP,MWTEMPN,OTHEMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,SHPOP62P,TOTHH,GQPOP,MFDU,SFDU,CIACRE_UNWEIGHTED,RESACRE_UNWEIGHTED,CIACRE,RESACRE,TOTACRE,HHPOP,TOTPOP,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P
14,1,14,1,13.0,31709.0,7659.0,182.0,44099,1629.0,2907.0,97.0,121.0,118.0,196.0,0.09,532.0,7,552.0,0.0,17.2181177196,1.85164391462,27.3987313907,1.0,30.6,816,823,531,8.0,9.0,464.0,280.0,62.0
15,1,15,1,8.0,12313.0,3465.0,136.0,18291,457.0,1912.0,39.0,64.0,75.0,136.0,0.09,314.0,56,319.0,0.0,10.4022482661,4.90677927723,14.0,3.0,28.5,480,536,338,4.0,7.0,302.0,182.0,41.0
16,1,16,1,68.0,14258.0,7237.0,2182.0,27739,408.0,3586.0,3823.0,1493.0,1437.0,2161.0,0.076,8914.0,153,9261.0,15.0,36.5073457938,34.1208452765,72.0,17.6875959826,123.4,14835,14988,10646,296.0,383.0,9371.0,3932.0,1006.0
17,1,17,1,5.0,3887.0,2785.0,325.0,10737,306.0,3429.0,1203.0,965.0,968.0,1584.0,0.076,4720.0,493,4867.0,25.0,32.1349478521,44.0876625965,36.0,25.034907354,152.3,7851,8344,5835,165.0,213.0,5217.0,2189.0,560.0
18,1,18,1,22.0,2134.0,1761.0,352.0,6971,429.0,2273.0,650.0,247.0,271.0,435.0,0.056,1603.0,431,1611.0,56.0,34.6213403723,23.0129563044,50.0,4.11159186601,107.3,2673,3104,1770,50.0,196.0,2035.0,680.0,143.0
19,1,19,1,3.0,2730.0,2018.0,810.0,11683,855.0,5267.0,670.0,181.0,199.0,268.0,0.056,1318.0,262,1338.0,22.0,53.2321881478,22.8711658646,74.0,15.0003145116,125.4,2194,2456,1424,40.0,155.0,1609.0,539.0,113.0
20,1,20,1,2.0,1010.0,1298.0,230.0,3891,349.0,1002.0,815.0,541.0,375.0,411.0,0.394,2142.0,408,2082.0,97.0,33.2086214468,30.2051605534,35.0,15.5408716742,98.3,3613,4021,1643,69.0,180.0,1096.0,830.0,1846.0
21,1,21,1,3.0,3133.0,2633.0,344.0,8341,239.0,1989.0,1956.0,591.0,454.0,595.0,0.394,3596.0,486,3548.0,117.0,28.4345474918,22.420194322,44.0,15.2755144103,78.9,6068,6554,2652,113.0,293.0,1787.0,1352.0,3009.0
22,1,22,1,7.0,14462.0,5082.0,272.0,21496,354.0,1319.0,343.0,314.0,320.0,500.0,0.317,1477.0,22,1448.0,98.0,25.0211706087,17.9175926129,46.0,10.3013782488,87.7,2383,2405,1292,31.0,41.0,555.0,941.0,837.0
23,1,23,1,3.0,6247.0,2941.0,227.0,12589,1148.0,2023.0,336.0,156.0,157.0,200.0,0.317,849.0,7,821.0,43.0,47.1671508356,12.1126101013,20.0,6.31246731425,90.8,1368,1375,759,17.0,23.0,318.0,538.0,479.0
24,1,24,1,12.0,11385.0,3700.0,187.0,18549,504.0,2761.0,198.0,166.0,149.0,169.0,0.369,682.0,9,699.0,0.0,13.9408373639,9.24359758434,20.3062833268,2.09729499115,39.0,1111,1120,372,29.0,43.0,201.0,386.0,461.0
25,1,25,1,0.0,433.0,579.0,224.0,1531,59.0,236.0,394.0,450.0,319.0,501.0,0.41,1664.0,7,1584.0,130.0,2.81587712466,11.1688144373,4.0,4.11249033369,21.0,3700,3707,1232,100.0,369.0,584.0,910.0,1744.0
26,1,26,1,3.0,2770.0,1121.0,107.0,4375,73.0,301.0,175.0,237.0,176.0,195.0,0.349,783.0,16,793.0,7.0,3.62406482228,5.49789568607,5.0,2.0,13.0,1708,1724,639,45.0,156.0,376.0,453.0,694.0
27,1,27,1,0.0,550.0,868.0,88.0,1805,28.0,271.0,478.0,422.0,370.0,416.0,0.369,1686.0,0,1596.0,66.0,4.9564177023,11.4933021628,6.0,8.04928063012,26.0,3537,3537,1484,91.0,320.0,733.0,889.0,1504.0
28,1,28,1,0.0,183.0,151.0,13.0,477,13.0,117.0,499.0,556.0,492.0,810.0,0.269,2357.0,3,2423.0,0.0,7.55836048091,20.524813111,5.0,20.0295692625,44.0,4248,4251,2627,118.0,174.0,1460.0,1187.0,1312.0
29,1,29,1,1.0,612.0,2070.0,41.0,3024,14.0,286.0,824.0,1049.0,825.0,912.0,0.184,3610.0,412,3697.0,0.0,6.07797124687,19.1817467215,4.0,15.0,37.0,5562,5974,3364,107.0,227.0,2780.0,1622.0,1238.0
30,1,30,1,0.0,484.0,885.0,99.0,2227,48.0,711.0,971.0,1332.0,964.0,1133.0,0.139,4400.0,662,4539.0,0.0,9.18419620514,19.0436647601,10.0,14.0,46.0,7537,8199,4076,330.0,682.0,3851.0,2081.0,1255.0
31,1,31,1,0.0,830.0,1065.0,98.0,2364,36.0,335.0,653.0,819.0,655.0,730.0,0.171,2857.0,101,2932.0,10.0,4.48041657445,14.6293287607,9.0,8.55538511888,32.0,4294,4395,2386,127.0,244.0,2075.0,1088.0,861.0
32,1,32,1,0.0,831.0,1758.0,199.0,3455,86.0,581.0,811.0,901.0,722.0,948.0,0.212,3382.0,29,3330.0,120.0,10.5632935717,28.0543848166,13.0,21.0,58.0,5770,5799,3714,118.0,362.0,2436.0,1455.0,1428.0
33,1,33,1,0.0,484.0,874.0,172.0,2348,108.0,710.0,766.0,716.0,645.0,942.0,0.206,3069.0,13,3021.0,125.0,5.99937297075,31.580132878,9.0,24.3002253736,59.0,6090,6103,3514,157.0,427.0,2546.0,1514.0,1459.0
34,1,34,1,0.0,90.0,260.0,152.0,633,24.0,107.0,776.0,843.0,616.0,716.0,0.22,2951.0,1,2974.0,0.0,2.77119176329,36.2870287908,4.0,29.0,60.0,4946,4947,3288,96.0,163.0,2283.0,1125.0,1280.0
35,1,35,1,0.0,107.0,100.0,18.0,280,20.0,35.0,600.0,689.0,587.0,879.0,0.236,2755.0,0,2723.0,111.0,1.90966431542,34.4371292717,2.0,30.0,58.0,5500,5500,3157,164.0,438.0,1995.0,1393.0,1510.0
36,1,36,1,0.0,605.0,1033.0,188.0,2677,78.0,773.0,926.0,777.0,562.0,728.0,0.38,2993.0,0,2993.0,65.0,6.36794808232,21.3291628486,7.0,14.0454892537,47.0,6143,6143,2131,168.0,461.0,1295.0,1523.0,2696.0
37,1,37,1,0.0,1464.0,1010.0,118.0,3078,143.0,343.0,507.0,570.0,520.0,715.0,0.223,2312.0,1,2304.0,57.0,6.66873059806,21.070787655,8.0,12.2189572467,43.0,4553,4554,2442,133.0,385.0,1560.0,1321.0,1155.0
38,1,38,1,0.0,998.0,556.0,193.0,2452,61.0,644.0,730.0,733.0,630.0,961.0,0.201,3054.0,18,3099.0,47.0,10.4184954021,41.0644416866,6.0,37.4560676802,83.0,5691,5709,3579,188.0,323.0,2231.0,1682.0,1285.0
39,1,39,1,0.0,94.0,106.0,43.0,333,9.0,81.0,515.0,599.0,526.0,675.0,0.238,2315.0,0,2228.0,150.0,5.31625914073,36.0280685762,6.0,31.0,67.0,4488,4488,2440,149.0,271.0,1656.0,1174.0,1238.0
40,1,40,1,3.0,870.0,2221.0,880.0,5918,999.0,945.0,725.0,799.0,600.0,933.0,0.217,3057.0,6,3082.0,0.0,38.0579360684,50.2343221898,28.0,43.0,128.0,5070,5076,3222,121.0,136.0,2208.0,1349.0,1262.0
41,1,41,1,3.0,3561.0,5969.0,858.0,13723,973.0,2359.0,817.0,442.0,396.0,579.0,0.237,2234.0,18,2162.0,111.0,88.6053794817,36.5030893952,90.0,20.0,183.0,4060,4078,2085,89.0,242.0,1639.0,972.0,1136.0
42,1,42,1,0.0,25.0,85.0,8.0,302,16.0,168.0,4419.0,1610.0,1060.0,627.0,0.019,7716.0,0,8522.0,144.0,72.1116339103,119.508052997,484.0,200.370324261,628.0,26168,26168,13497,936.0,3600.0,18519.0,2844.0,269.0
43,2,43,1,3.0,441.0,1273.0,294.0,2871,51.0,809.0,794.0,1094.0,770.0,889.0,0.184,3547.0,20,3156.0,408.0,106.070562081,62.4872401968,5.00000000048,57.0,199.0,5865,5885,3963,190.0,154.0,3030.0,1229.0,1282.0
44,2,44,1,0.0,402.0,810.0,101.0,1552,32.0,207.0,813.0,1088.0,866.0,1205.0,0.176,3972.0,101,3794.0,198.0,26.2734167739,61.496489613,14.0,56.0,136.0,6611,6712,4549,133.0,176.0,3683.0,1309.0,1411.0
45,2,45,1,1.0,572.0,883.0,322.0,2858,98.0,982.0,583.0,736.0,583.0,895.0,0.162,2797.0,0,2681.0,127.0,6.61024423158,54.7118630281,15.0,40.4085958551,93.0,4787,4787,3444,139.0,149.0,2461.0,1155.0,883.0
46,2,46,1,1.0,402.0,704.0,94.0,1647,54.0,392.0,951.0,1209.0,1029.0,1367.0,0.181,4556.0,137,4503.0,79.0,15.9911555682,53.4822432678,8.0,42.1907120378,102.0,7401,7538,5049,169.0,253.0,3645.0,1918.0,1553.0
47,2,47,1,1.0,916.0,3374.0,297.0,5860,100.0,1172.0,627.0,621.0,365.0,449.0,0.184,2062.0,38,2055.0,18.0,8.9062403905,29.6217918127,11.0,24.2835636844,56.0,3273,3311,2178,110.0,108.0,1498.0,909.0,686.0
48,2,48,1,5.0,191.0,463.0,70.0,919,25.0,165.0,561.0,668.0,436.0,510.0,0.147,2175.0,55,2005.0,184.0,2.36436376457,46.0386102879,4.0,40.142251754,88.0,3984,4039,2762,155.0,189.0,1984.0,1056.0,655.0
49,2,49,1,12.0,218.0,300.0,34.0,712,12.0,136.0,635.0,810.0,520.0,609.0,0.186,2574.0,35,2162.0,428.0,5.18552337359,83.4711390751,6.0,76.0,135.0,4801,4836,3392,225.0,346.0,1779.0,1496.0,990.0
50,2,50,1,1.0,385.0,1255.0,286.0,2770,53.0,790.0,565.0,713.0,519.0,819.0,0.192,2616.0,4,2297.0,332.0,11.2516213258,67.439097739,12.0,59.0,121.0,4632,4636,3376,186.0,230.0,2049.0,1144.0,1027.0
51,2,51,1,2.0,157.0,210.0,34.0,535,10.0,122.0,480.0,656.0,517.0,613.0,0.178,2266.0,13,2035.0,243.0,18.7828977538,48.8377220918,15.0,46.0,107.0,3836,3849,2590,166.0,119.0,1936.0,824.0,804.0
52,2,52,1,7.0,481.0,307.0,10.0,1679,184.0,690.0,106.0,224.0,217.0,401.0,0.022,948.0,12,842.0,110.0,0.0,1507.42949434,280.0,57.0,1491.0,2810,2822,1684,226.0,327.0,1898.0,329.0,42.0
53,2,53,1,26.0,571.0,2411.0,75.0,5750,48.0,2619.0,16.0,20.0,11.0,3.0,0.043,50.0,156,50.0,0.0,1026.53839522,0.164392683082,13.0,5.0,1097.0,66,222,74,3.0,5.0,152.0,59.0,3.0
54,2,54,1,1.0,122.0,381.0,198.0,814,14.0,98.0,704.0,802.0,653.0,706.0,0.225,2865.0,97,1628.0,1265.0,9.18323893722,104.504908879,4.0,105.0,257.0,6917,7014,3912,241.0,705.0,2316.0,1938.0,1814.0
55,2,55,1,3.0,60.0,95.0,60.0,631,5.0,408.0,410.0,526.0,341.0,339.0,0.215,1616.0,0,811.0,820.0,0.971661668212,59.1287569376,1.0,58.0,97.0,3863,3863,1995,164.0,393.0,1240.0,1120.0,946.0
56,2,56,1,0.0,90.0,389.0,43.0,847,15.0,310.0,22.0,18.0,18.0,10.0,0.452,68.0,238,53.0,15.0,255.949248569,2.04015354754,157.0,2.0,250.0,144,382,257,5.0,19.0,66.0,97.0,195.0
57,2,57,1,5.0,86.0,184.0,23.0,373,10.0,65.0,199.0,319.0,190.0,288.0,0.235,996.0,0,271.0,737.0,7.98907065824,83.5119936242,3.0,80.0,137.0,2583,2583,1608,180.0,342.0,557.0,819.0,685.0
58,2,58,1,0.0,78.0,322.0,171.0,719,23.0,125.0,674.0,784.0,574.0,522.0,0.206,2554.0,38,2233.0,343.0,8.96665389266,58.9890481206,11.0,54.0,104.0,5862,5900,3274,199.0,640.0,2106.0,1560.0,1395.0
59,2,59,1,0.0,120.0,407.0,39.0,779,15.0,198.0,737.0,1063.0,725.0,823.0,0.225,3348.0,95,1907.0,1480.0,20.0581395107,117.433795498,21.0,110.047349213,200.0,8269,8364,4574,303.0,879.0,2719.0,2298.0,2165.0
60,2,60,1,3.0,24.0,72.0,8.0,149,8.0,34.0,355.0,511.0,375.0,409.0,0.222,1650.0,1,945.0,722.0,3.14177835944,56.0699978368,2.0,55.0,87.0,4138,4139,2322,168.0,421.0,1428.0,1054.0,1068.0
61,2,61,1,0.0,67.0,257.0,63.0,815,7.0,421.0,509.0,680.0,400.0,412.0,0.228,2001.0,4,1556.0,463.0,2.11498757073,57.1440327883,4.0,54.0,90.0,4728,4732,2537,179.0,492.0,1635.0,1164.0,1262.0
62,2,62,1,1.0,203.0,575.0,168.0,1320,54.0,319.0,830.0,1036.0,740.0,765.0,0.195,3371.0,9,2896.0,507.0,9.61477118366,89.716256884,11.0,80.0,158.0,7701,7710,4363,338.0,773.0,2792.0,2097.0,1710.0
63,2,63,1,0.0,138.0,301.0,81.0,644,20.0,104.0,499.0,682.0,576.0,557.0,0.209,2314.0,9,1603.0,735.0,4.80870896051,75.9460072673,5.0,71.0,129.0,5571,5580,3132,243.0,560.0,1930.0,1512.0,1335.0
64,2,64,1,0.0,175.0,302.0,134.0,1157,29.0,517.0,686.0,923.0,646.0,694.0,0.199,2949.0,13,2273.0,707.0,6.63358521072,85.2460184039,6.0,80.0,146.0,7105,7118,3902,273.0,775.0,2635.0,1794.0,1641.0
65,2,65,1,0.0,299.0,606.0,208.0,1494,52.0,329.0,606.0,778.0,547.0,610.0,0.179,2541.0,32,2182.0,381.0,24.5611620572,63.1856032199,14.0,56.0573925389,136.0,5689,5721,3307,283.0,530.0,2270.0,1471.0,1167.0
66,2,66,1,0.0,223.0,761.0,222.0,1509,88.0,215.0,496.0,614.0,436.0,460.0,0.192,2006.0,103,1689.0,333.0,11.1770619008,56.8692644778,15.0,49.0,105.0,4398,4501,2546,173.0,438.0,1765.0,1128.0,997.0
67,2,67,1,0.0,90.0,140.0,57.0,390,14.0,89.0,505.0,698.0,526.0,546.0,0.174,2275.0,12,1791.0,499.0,5.11890363424,56.3756375994,7.0736397593,53.0,96.0,5380,5392,3099,214.0,554.0,2191.0,1362.0,1071.0
68,2,68,1,0.0,67.0,256.0,32.0,456,15.0,86.0,392.0,394.0,265.0,346.0,0.164,1397.0,14,1133.0,267.0,8.60581084163,36.6586165033,4.0,34.0,72.0,3044,3058,1892,100.0,221.0,1446.0,714.0,577.0
69,2,69,1,2.0,859.0,4982.0,433.0,7280,76.0,928.0,524.0,681.0,650.0,925.0,0.134,2780.0,3020,2129.0,682.0,43.5615366707,95.7385349108,46.0,97.0641168391,208.0,5966,8986,4682,239.0,1515.0,4257.0,1545.0,1430.0
70,2,70,1,3.0,1036.0,2089.0,468.0,5316,180.0,1540.0,717.0,975.0,678.0,683.0,0.186,3053.0,12,2592.0,477.0,28.9962394272,90.5636253621,29.0,82.0,182.0,6153,6165,4008,265.0,440.0,2666.0,1460.0,1334.0
71,2,71,1,16.0,450.0,1404.0,168.0,2554,44.0,472.0,495.0,576.0,388.0,623.0,0.208,2082.0,319,1498.0,592.0,7.75871611881,85.6565490136,11.0,72.0,145.0,4474,4793,3078,239.0,477.0,1576.0,1373.0,1128.0
72,2,72,1,0.0,351.0,1006.0,59.0,1809,51.0,342.0,297.0,309.0,268.0,373.0,0.232,1247.0,183,1034.0,223.0,8.19431521829,29.1220470914,13.0,21.838976003,59.0,2516,2699,1794,62.0,120.0,1176.0,603.0,738.0
73,2,73,1,0.0,394.0,1064.0,147.0,2594,547.0,442.0,1100.0,626.0,464.0,512.0,0.255,2702.0,113,2464.0,249.0,6.8301934198,37.5658671429,9.0,32.0,69.0,4359,4472,2745,82.0,137.0,1866.0,1045.0,1342.0
74,2,74,1,0.0,1050.0,3147.0,265.0,5189,75.0,652.0,805.0,656.0,486.0,532.0,0.397,2479.0,187,2379.0,123.0,22.7770730042,29.7242813185,24.0,17.0,84.0,4034,4221,1667,100.0,223.0,1245.0,673.0,1980.0
75,2,75,1,1.0,1793.0,2204.0,383.0,6002,157.0,1464.0,478.0,588.0,456.0,513.0,0.357,2035.0,173,2048.0,0.0,11.7574297151,13.5759409754,13.0,10.4926380746,44.0,2953,3126,1666,42.0,63.0,1087.0,621.0,1313.0
76,2,76,1,4.0,813.0,988.0,109.0,5227,67.0,3246.0,483.0,452.0,430.0,534.0,0.252,1899.0,15,1940.0,7.0,6.60224929279,13.6084263562,13.0,7.37879213579,41.0,2907,2922,1454,49.0,82.0,1155.0,786.0,850.0
77,2,77,1,0.0,328.0,808.0,87.0,1636,51.0,362.0,1700.0,582.0,434.0,457.0,0.243,3173.0,106,3077.0,83.0,19.8542789089,28.8835942219,25.0,15.0,69.0,6040,6146,2981,220.0,515.0,2269.0,1369.0,1773.0
78,2,78,1,0.0,456.0,709.0,50.0,2493,28.0,1250.0,2586.0,210.0,140.0,177.0,0.309,3113.0,14,2593.0,319.0,19.0771524753,41.9396153059,9.0,22.0,91.0,6167,6181,2105,263.0,738.0,1679.0,1228.0,2273.0
79,2,79,1,1.0,1110.0,2424.0,118.0,4679,60.0,966.0,1087.0,597.0,493.0,632.0,0.102,2809.0,49,2824.0,48.0,10.4703007588,27.8819714006,25.3802797577,13.4137426412,68.0,4495,4544,2914,106.0,336.0,2466.0,1161.0,475.0
80,2,80,1,0.0,144.0,217.0,23.0,468,3.0,81.0,752.0,584.0,379.0,446.0,0.096,2161.0,100,1833.0,352.0,5.50491633114,33.6686745179,6.0,31.0,59.0,4534,4634,2682,186.0,467.0,2547.0,960.0,474.0
81,2,81,1,1.0,498.0,928.0,92.0,2313,67.0,727.0,1174.0,1132.0,960.0,1149.0,0.09,4415.0,291,4163.0,342.0,12.5308971809,53.6130142521,21.0,42.2012329579,110.0,8182,8473,5666,229.0,544.0,4968.0,1960.0,772.0
82,2,82,1,1.0,463.0,1287.0,300.0,2935,73.0,811.0,366.0,473.0,450.0,614.0,0.123,1903.0,21,1874.0,66.0,12.2126888434,35.2502763363,15.0,29.0,76.0,3550,3571,2343,69.0,103.0,2042.0,882.0,475.0
83,2,83,1,9.0,97.0,106.0,16.0,284,6.0,50.0,457.0,712.0,557.0,591.0,0.163,2317.0,0,1806.0,526.0,19.7046997582,64.051409526,2.0,60.0,119.0,4101,4101,2803,89.0,109.0,1782.0,1427.0,694.0
84,2,84,1,1.0,239.0,508.0,107.0,1718,44.0,819.0,505.0,680.0,554.0,715.0,0.078,2454.0,109,2321.0,160.0,6.78651359605,82.686832765,4.0,42.0573929707,117.0,5016,5125,3527,125.0,287.0,3160.0,1165.0,388.0
85,2,85,1,0.0,322.0,591.0,267.0,1900,37.0,683.0,566.0,584.0,428.0,359.0,0.146,1937.0,273,1875.0,76.0,21.0830736629,32.0100036576,11.0,26.0,77.0,3882,4155,2591,79.0,187.0,2444.0,720.0,725.0
86,2,86,1,0.0,333.0,942.0,53.0,1601,27.0,246.0,939.0,933.0,702.0,779.0,0.115,3353.0,205,3262.0,136.0,19.0268823117,61.0132045046,16.377357634,51.1857263767,125.0,6994,7199,4123,273.0,787.0,3525.0,1720.0,894.0
87,2,87,1,0.0,305.0,2006.0,67.0,2703,24.0,301.0,701.0,711.0,525.0,534.0,0.166,2471.0,433,2337.0,146.0,8.48418905489,52.5588853862,14.0,43.0,93.0,5091,5524,3423,165.0,252.0,2896.0,1133.0,1078.0
88,2,88,1,0.0,183.0,575.0,349.0,1285,22.0,156.0,538.0,767.0,608.0,740.0,0.064,2653.0,89,2506.0,162.0,7.73930808813,47.7350812738,11.0,40.0,85.0,5452,5541,4212,157.0,211.0,3660.0,1194.0,319.0
89,2,89,1,0.0,216.0,504.0,126.0,1135,64.0,225.0,761.0,1103.0,853.0,968.0,0.1,3685.0,135,3135.0,568.0,7.12549932858,96.1172550419,5.0,89.0,150.0,7577,7712,5538,302.0,485.0,4144.0,2006.0,775.0
90,3,90,1,3.0,437.0,2416.0,105.0,3461,54.0,446.0,553.0,689.0,440.0,455.0,0.095,2137.0,152,1927.0,232.0,9.2079033111,46.3712349031,9.0,42.0688715179,86.0,4488,4640,3038,160.0,314.0,2634.0,1078.0,454.0
91,3,91,1,4.0,1229.0,6286.0,92.0,8530,67.0,852.0,478.0,638.0,547.0,651.0,0.174,2314.0,449,1444.0,894.0,117.782531744,102.658286894,100.0,91.0,320.0,4798,5247,2859,298.0,425.0,2164.0,1317.0,1043.0
92,3,92,1,1.0,1918.0,6805.0,41.0,10176,86.0,1325.0,596.0,157.0,149.0,157.0,0.456,1059.0,1115,145.0,877.0,111.809529683,85.9302075217,75.0000000003,83.0,283.0,2313,3428,1150,85.0,247.0,542.0,774.0,1780.0
93,3,93,1,0.0,141.0,147.0,39.0,388,11.0,50.0,963.0,1280.0,1004.0,1108.0,0.133,4355.0,1,3369.0,1013.0,12.4728825408,119.090817085,1.00000000004,109.057421737,227.0,7595,7596,5274,139.0,218.0,3783.0,2438.0,1018.0
94,3,94,1,0.0,242.0,465.0,122.0,995,25.0,141.0,292.0,395.0,314.0,392.0,0.134,1393.0,125,1152.0,248.0,4.80520350424,41.3610838755,5.0,36.0,68.0,2662,2787,1855,56.0,80.0,1359.0,919.0,373.0
95,3,95,1,1.0,220.0,455.0,79.0,1327,27.0,545.0,287.0,472.0,331.0,409.0,0.132,1499.0,19,897.0,608.0,3.76447130481,53.9325586242,3.0,51.0,86.0,3026,3045,1965,134.0,209.0,1329.0,964.0,409.0
96,3,96,1,0.0,73.0,70.0,20.0,212,4.0,45.0,272.0,332.0,272.0,369.0,0.123,1245.0,1,706.0,552.0,0.459228618249,48.0660200006,1.0,44.0,75.0,2682,2683,1792,133.0,200.0,1227.0,781.0,342.0
97,3,97,1,0.0,126.0,289.0,80.0,960,26.0,439.0,299.0,463.0,395.0,576.0,0.122,1733.0,1,1323.0,448.0,4.57890065118,52.9126387386,5.0,47.0,84.0,3560,3561,2329,174.0,229.0,1705.0,998.0,455.0
98,3,98,1,2.0,237.0,297.0,102.0,769,17.0,114.0,361.0,544.0,461.0,646.0,0.122,2012.0,1,1559.0,501.0,3.95812497096,64.8102948451,5.0,60.1985738181,106.0,4242,4243,2541,184.0,280.0,2022.0,1222.0,535.0
99,3,99,1,0.0,129.0,437.0,94.0,840,39.0,141.0,417.0,558.0,467.0,655.0,0.114,2097.0,214,2134.0,18.0,5.13775520715,44.3223886957,4.0,38.0,72.0,4291,4505,2811,192.0,324.0,2382.0,1049.0,558.0
100,3,100,1,0.0,347.0,1071.0,249.0,2281,67.0,547.0,545.0,407.0,441.0,679.0,0.129,2072.0,82,2032.0,88.0,13.5483331822,36.0385394418,19.0,27.4150229038,80.0,5222,5304,3133,288.0,666.0,2461.0,1109.0,780.0
101,3,101,1,3.0,424.0,866.0,245.0,2059,96.0,425.0,784.0,634.0,645.0,917.0,0.122,2980.0,165,2795.0,229.0,11.6002653059,44.7030210468,19.0,34.5784007281,87.0,7700,7865,4557,465.0,1122.0,3661.0,1501.0,1116.0
102,3,102,1,0.0,145.0,309.0,57.0,881,78.0,292.0,600.0,736.0,675.0,934.0,0.123,2945.0,56,2827.0,171.0,5.69153285349,53.1371319284,3.0,45.3053197023,81.0,5663,5719,3822,163.0,356.0,3082.0,1341.0,777.0
103,3,103,1,0.0,143.0,308.0,91.0,656,17.0,97.0,519.0,729.0,681.0,888.0,0.131,2817.0,9,2208.0,534.0,12.8583429455,74.764296578,8.0,67.3914631835,137.0,5209,5218,3677,124.0,159.0,2728.0,1486.0,721.0
104,3,104,1,6.0,185.0,697.0,161.0,1414,27.0,338.0,397.0,447.0,436.0,673.0,0.111,1953.0,30,1944.0,59.0,12.5448434459,31.0382522082,13.0,24.7969544511,68.0,3607,3637,2517,61.0,138.0,2037.0,991.0,410.0
