pda,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
sar1,1088.0,586.0,90.0,126.0,286.0,203.0,907.0,14126.0,354.0,1620.0,1716.0,3619.0,2639.0,4178.0,0.98018018018,9009700.0,637.809712587,41.0,41.0,0.0,12658944.7842,308754.750834,0.0,0.0
okd5,14939.0,6341.0,3851.0,2551.0,2196.0,5841.0,9344.0,10088.0,4.0,1024.0,1093.0,1062.0,4180.0,2725.0,0.983799802437,7235986.36195,717.286514864,176.0,176.0,0.0,56932953.4752,323482.6902,0.0,0.0
sjo6,7456.0,2266.0,1660.0,1815.0,1715.0,1339.0,6548.0,3757.0,11.0,502.0,844.0,548.0,843.0,1009.0,0.945353112717,3005929.0,800.08756987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vta1_i,17761.0,7564.0,3088.0,3430.0,3679.0,8205.0,9989.0,22860.0,59.0,2391.0,4632.0,4079.0,6691.0,5008.0,0.976200945367,12820435.8493,560.82396541,375.0,375.0,0.0,66646537.2163,177724.099243,0.0,0.0
alc2,6572.0,2564.0,1853.0,1266.0,889.0,2953.0,3596.0,2552.0,1.0,131.0,369.0,286.0,901.0,864.0,1.00351198656,1651809.86145,647.260917498,4.0,4.0,0.0,2166374.12088,541593.53022,0.0,0.0
okd6,13819.0,5340.0,3487.0,2600.0,2392.0,4685.0,9319.0,18551.0,2.0,725.0,1385.0,2500.0,10193.0,3746.0,0.986789488718,9083560.05951,489.653391166,54.0,54.0,0.0,23477034.5917,434759.899846,0.0,0.0
sun2,2139.0,953.0,373.0,399.0,414.0,393.0,1791.0,4288.0,3.0,676.0,522.0,912.0,1250.0,925.0,0.979395604396,2133736.0,497.606343284,49.0,49.0,0.0,6867983.61938,140162.931008,0.0,0.0
fai3,861.0,301.0,230.0,151.0,179.0,128.0,722.0,1008.0,0.0,40.0,215.0,118.0,452.0,183.0,1.01294117647,673597.0,668.250992063,8.0,8.0,0.0,4485082.96119,560635.370149,0.0,0.0
seb1,2427.0,941.0,477.0,464.0,545.0,1225.0,1362.0,4744.0,34.0,472.0,771.0,615.0,1932.0,920.0,0.938152299961,2306663.31178,486.227510915,35.0,35.0,0.0,18220349.7919,520581.422626,0.0,0.0
sle3,4201.0,1512.0,1117.0,829.0,743.0,1575.0,2436.0,6949.0,9.0,482.0,883.0,1078.0,2451.0,2046.0,1.04736973323,3443706.0,495.568571017,43.0,43.0,0.0,17430937.3027,405370.634946,0.0,0.0
alc1,1476.0,605.0,361.0,277.0,233.0,804.0,684.0,2090.0,0.0,68.0,265.0,375.0,899.0,483.0,0.991935483871,1051090.84487,502.914279843,14.0,14.0,0.0,4847691.64573,346263.688981,0.0,0.0
dal1,8956.0,2832.0,2075.0,1905.0,2144.0,5104.0,4058.0,3508.0,6.0,271.0,528.0,798.0,1173.0,732.0,0.977515826239,1899853.357,541.577353764,4.0,4.0,0.0,1634464.88967,408616.222418,0.0,0.0
alc3,2627.0,911.0,718.0,560.0,438.0,1759.0,895.0,1812.0,3.0,111.0,360.0,224.0,777.0,337.0,0.989826676714,1190121.41058,656.799895464,7.0,7.0,0.0,2405735.99484,343676.570691,0.0,0.0
sjo5,5540.0,2858.0,834.0,929.0,919.0,1459.0,4336.0,4609.0,0.0,1167.0,218.0,724.0,553.0,1947.0,0.955996548749,4364944.77267,947.048117306,82.0,82.0,0.0,23790799.2077,290131.697655,0.0,0.0
okd4,6937.0,3577.0,1532.0,1036.0,792.0,3279.0,3714.0,5808.0,2.0,154.0,567.0,554.0,2373.0,2158.0,0.991991991992,3317495.13093,571.194065243,143.0,143.0,0.0,40177014.9909,280958.14679,0.0,0.0
dub3,2442.0,441.0,487.0,593.0,921.0,1139.0,787.0,295.0,0.0,26.0,58.0,58.0,76.0,77.0,1.26791277259,187430.0,635.355932203,1.0,1.0,0.0,808473.3258,808473.3258,0.0,0.0
gil1,1328.0,922.0,121.0,117.0,168.0,172.0,1198.0,1653.0,13.0,194.0,328.0,154.0,482.0,482.0,0.969343065693,1125526.0,680.898971567,79.0,79.0,0.0,2815172.4549,35635.0943659,0.0,0.0
okd3,24273.0,12764.0,4816.0,3591.0,3102.0,1550.0,20772.0,96217.0,92.0,6011.0,3164.0,23962.0,31061.0,31927.0,1.08740256249,42061858.5706,437.156204939,276.0,276.0,0.0,106334057.877,385268.32564,0.0,0.0
dal2,1563.0,449.0,468.0,374.0,272.0,1214.0,325.0,1405.0,0.0,225.0,64.0,217.0,471.0,428.0,1.01559454191,1269293.0,903.4113879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nap1,462.0,143.0,113.0,97.0,109.0,208.0,275.0,5171.0,37.0,360.0,983.0,738.0,1660.0,1393.0,0.95652173913,3134569.0,606.182363179,2.0,2.0,0.0,1023426.18707,511713.093536,0.0,0.0
sun6,2342.0,1148.0,317.0,361.0,516.0,293.0,2112.0,6031.0,2.0,1495.0,567.0,1740.0,1046.0,1181.0,0.973804573805,3588662.0,595.035980766,61.0,61.0,0.0,19642766.4776,322012.565206,0.0,0.0
sro5,5102.0,2006.0,1127.0,995.0,974.0,3676.0,1675.0,2394.0,12.0,505.0,611.0,252.0,416.0,598.0,0.953466641749,2459916.0,1027.53383459,57.0,57.0,0.0,12047571.9262,211360.910986,0.0,0.0
sjo11,622.0,472.0,28.0,52.0,70.0,15.0,622.0,4364.0,5.0,218.0,968.0,1042.0,1507.0,624.0,0.976452119309,2200200.0,504.170485793,42.0,42.0,0.0,7701560.26413,183370.482479,0.0,0.0
sfo11,14593.0,4620.0,3408.0,2925.0,3640.0,664.0,14270.0,22145.0,10.0,700.0,1090.0,4421.0,7671.0,8253.0,0.977166197938,10706815.4298,483.486811011,25.0,25.0,0.0,15796189.9538,631847.59815,0.0,0.0
sui1,1145.0,261.0,303.0,268.0,313.0,676.0,405.0,924.0,8.0,46.0,111.0,107.0,392.0,260.0,1.05920444033,667856.0,722.787878788,1.0,1.0,0.0,511553.318909,511553.318909,0.0,0.0
oak2,197.0,35.0,63.0,42.0,57.0,206.0,5.0,534.0,3.0,27.0,90.0,108.0,176.0,130.0,0.9336492891,315538.858925,590.89673956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wcc1_a,1655.0,553.0,494.0,337.0,271.0,886.0,797.0,891.0,1.0,89.0,176.0,121.0,307.0,197.0,0.983363042187,674986.0,757.560044893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ala2,1246.0,430.0,335.0,260.0,221.0,551.0,739.0,5155.0,1.0,511.0,364.0,799.0,1243.0,2237.0,0.965891472868,3513369.0,681.545877789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sro1,2607.0,965.0,603.0,554.0,485.0,1377.0,1410.0,9880.0,60.0,488.0,1697.0,1947.0,2988.0,2700.0,0.935414424112,5521748.0,558.881376518,19.0,19.0,0.0,5331721.01937,280616.895756,0.0,0.0
alc4,1268.0,461.0,393.0,257.0,157.0,660.0,549.0,579.0,0.0,44.0,57.0,50.0,201.0,227.0,1.0488006617,447481.0,772.851468048,5.0,5.0,0.0,1848904.19448,369780.838896,0.0,0.0
pet1,592.0,184.0,147.0,116.0,145.0,280.0,329.0,3374.0,11.0,436.0,575.0,515.0,806.0,1031.0,0.972085385878,2251665.0,667.357735625,5.0,5.0,0.0,3097629.58105,619525.91621,0.0,0.0
ber1,1103.0,660.0,168.0,131.0,144.0,36.0,1105.0,1100.0,0.0,47.0,119.0,149.0,454.0,331.0,0.966695880806,852684.0,775.167272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ric1_a,9708.0,5275.0,2046.0,1398.0,989.0,2146.0,7994.0,7483.0,10.0,666.0,607.0,790.0,2380.0,3030.0,0.957396449704,3727626.15532,498.145951533,29.0,29.0,0.0,7135479.08318,246051.002868,0.0,0.0
vac1,294.0,190.0,39.0,29.0,36.0,98.0,204.0,2986.0,5.0,74.0,444.0,441.0,1452.0,570.0,0.973509933775,1754784.0,587.670462157,15.0,15.0,0.0,8792043.74466,586136.249644,0.0,0.0
sun1,3105.0,2311.0,232.0,258.0,304.0,343.0,2790.0,4204.0,5.0,1335.0,226.0,1287.0,693.0,658.0,0.99106287903,2473751.09495,588.427948371,241.0,241.0,0.0,28677487.9323,118993.72586,0.0,0.0
epa1,888.0,212.0,256.0,216.0,204.0,708.0,191.0,1017.0,7.0,216.0,111.0,210.0,250.0,223.0,0.987764182425,722373.0,710.297935103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elc1_b,869.0,409.0,186.0,160.0,114.0,99.0,787.0,1523.0,2.0,66.0,312.0,196.0,575.0,372.0,0.980812641084,826348.0,542.579120158,2.0,2.0,0.0,1250029.47819,625014.739094,0.0,0.0
sfo2,577.0,172.0,132.0,122.0,151.0,87.0,509.0,7046.0,3.0,97.0,323.0,1175.0,4344.0,1104.0,0.968120805369,2844489.0514,403.702675475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mvw3,1491.0,925.0,159.0,180.0,227.0,4.0,1538.0,3281.0,0.0,190.0,701.0,499.0,1042.0,849.0,0.966926070039,2104966.0,641.562328558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val1,414.0,281.0,51.0,45.0,37.0,2.0,398.0,1552.0,0.0,140.0,208.0,123.0,398.0,683.0,1.035,895274.0,576.851804124,7.0,7.0,0.0,1561910.09848,223130.014069,0.0,0.0
rwc3,326.0,124.0,78.0,57.0,67.0,79.0,256.0,2547.0,7.0,230.0,543.0,389.0,783.0,595.0,0.973134328358,1757647.0,690.085198272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
win1,1182.0,255.0,240.0,303.0,384.0,501.0,774.0,1028.0,12.0,117.0,177.0,161.0,215.0,346.0,0.927058823529,543206.03835,528.410543142,1.0,1.0,0.0,295856.994803,295856.994803,0.0,0.0
ant2,1542.0,553.0,450.0,313.0,226.0,848.0,767.0,1900.0,0.0,159.0,469.0,215.0,489.0,568.0,0.95479876161,1744841.0,918.337368421,6.0,6.0,0.0,2842659.2844,473776.547401,0.0,0.0
liv2,10.0,1.0,3.0,3.0,3.0,4.0,0.0,14077.0,127.0,3286.0,582.0,5298.0,1495.0,3289.0,0.0,12413365.0,881.818924487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eme1,5243.0,2938.0,896.0,683.0,726.0,104.0,3800.0,15718.0,5.0,2005.0,1555.0,3725.0,4606.0,3822.0,1.34298155738,9267628.0,589.618781015,224.0,224.0,0.0,88364978.187,394486.509763,0.0,0.0
mvw1,2201.0,1226.0,352.0,344.0,279.0,360.0,1944.0,1422.0,1.0,554.0,98.0,290.0,215.0,264.0,0.955295138889,772393.0,543.173699015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sbr1,4405.0,1510.0,1044.0,902.0,949.0,2281.0,2246.0,10975.0,24.0,724.0,2623.0,1955.0,3464.0,2185.0,0.973050585377,5365380.0,488.872892938,55.0,55.0,0.0,46368774.39,843068.625273,0.0,0.0
cam1,1145.0,491.0,210.0,228.0,216.0,204.0,971.0,6053.0,8.0,681.0,689.0,1585.0,1614.0,1476.0,0.974468085106,2927409.0,483.629439947,16.0,16.0,0.0,4887999.75816,305499.984885,0.0,0.0
mco1,1691.0,798.0,338.0,276.0,279.0,715.0,976.0,629.0,1.0,12.0,89.0,138.0,239.0,150.0,1.0,313265.0,498.036565978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo5,11125.0,5962.0,1843.0,1543.0,1777.0,0.0,11860.0,28011.0,21.0,1075.0,436.0,12307.0,10583.0,3589.0,0.0,13727938.0,490.090964264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roh2,1700.0,818.0,357.0,278.0,247.0,194.0,1569.0,4691.0,9.0,387.0,676.0,1425.0,1058.0,1136.0,0.964265456608,2505496.0,534.10701343,38.0,38.0,0.0,22091260.8224,581348.969011,0.0,0.0
okd2,8905.0,7129.0,835.0,603.0,338.0,1032.0,8390.0,16372.0,26.0,3294.0,955.0,3481.0,4485.0,4131.0,0.94512842284,12422333.9791,758.754824037,225.0,225.0,0.0,80506761.8014,357807.830229,0.0,0.0
ber2,4505.0,2050.0,948.0,735.0,772.0,84.0,4613.0,17187.0,2.0,308.0,872.0,3667.0,7748.0,4590.0,0.959122844369,7598932.0,442.132542038,31.0,31.0,0.0,19854946.6307,640482.149377,0.0,0.0
ala1,4102.0,2013.0,875.0,623.0,591.0,751.0,3568.0,7483.0,1.0,223.0,208.0,2753.0,3410.0,888.0,0.949756888169,3248781.0,434.154884405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sle2,877.0,270.0,264.0,206.0,137.0,47.0,788.0,1887.0,5.0,179.0,313.0,271.0,601.0,518.0,1.0502994012,984099.250386,521.515236029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hay3_b,2007.0,882.0,492.0,329.0,304.0,66.0,1609.0,532.0,0.0,35.0,104.0,74.0,222.0,97.0,1.19820895522,474067.0,891.103383459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pin2,61.0,11.0,26.0,13.0,11.0,41.0,25.0,2581.0,1.0,227.0,644.0,411.0,827.0,471.0,0.924242424242,1440831.0,558.245253778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hay4,1115.0,300.0,344.0,259.0,212.0,344.0,725.0,2207.0,0.0,144.0,445.0,387.0,681.0,550.0,1.04303086997,1581816.0,716.726778432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hay2,2124.0,640.0,545.0,462.0,477.0,296.0,1789.0,5134.0,2.0,258.0,606.0,1038.0,1766.0,1464.0,1.01870503597,2629321.0,512.138878068,21.0,21.0,0.0,7605477.38976,362165.589989,0.0,0.0
liv3,303.0,73.0,73.0,64.0,93.0,194.0,0.0,6488.0,81.0,1419.0,710.0,1416.0,1245.0,1617.0,1.5618556701,4523068.0,697.143649815,2.0,2.0,0.0,1002023.47436,501011.737182,0.0,0.0
ber6,521.0,174.0,132.0,115.0,100.0,11.0,526.0,2447.0,4.0,130.0,233.0,305.0,863.0,912.0,0.970204841713,1668324.0,681.783408255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wcc1_c,861.0,382.0,213.0,141.0,125.0,13.0,853.0,1670.0,1.0,167.0,308.0,292.0,495.0,407.0,0.994226327945,1264250.25835,757.036082845,12.0,12.0,0.0,4938720.86878,411560.072399,0.0,0.0
vta1_b,3114.0,977.0,572.0,643.0,922.0,422.0,2731.0,12288.0,12.0,2525.0,1283.0,2706.0,3984.0,1778.0,0.987630827783,5615048.04868,456.953780003,34.0,34.0,0.0,8882371.63111,261246.224444,0.0,0.0
