pda,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfo1,24012.0,12080.0,4919.0,3767.0,3246.0,7356.0,18256.0,40951.0,30.0,4972.0,1830.0,12610.0,10501.0,11008.0,0.937529283149,23541872.0,574.879050573,247.0,247.0,0.0,122610902.026,496400.413062,0.0,0.0
fre2,12314.0,6688.0,1769.0,1805.0,2052.0,1376.0,10418.0,16757.0,18.0,334.0,1367.0,4391.0,6941.0,3706.0,1.04409021536,7193851.63653,429.304269053,398.0,398.0,0.0,332501057.415,835429.792501,0.0,0.0
liv1,758.0,271.0,154.0,157.0,176.0,131.0,477.0,4535.0,6.0,153.0,623.0,1071.0,1729.0,953.0,1.24671052632,2259520.0,498.240352811,14.0,14.0,0.0,7004311.84818,500307.989156,0.0,0.0
her2,1835.0,1206.0,164.0,175.0,290.0,663.0,1182.0,25.0,0.0,12.0,1.0,3.0,2.0,7.0,0.994579945799,18615.0,744.6,104.0,104.0,0.0,160152706.699,1539929.87211,0.0,0.0
fre1,9620.0,2543.0,2593.0,2228.0,2256.0,3910.0,4697.0,5102.0,13.0,521.0,808.0,949.0,1748.0,1063.0,1.1176948995,3420925.03446,670.506670807,35.0,35.0,0.0,24626324.4814,703609.270898,0.0,0.0
fre4,4933.0,3363.0,458.0,494.0,618.0,4094.0,521.0,14013.0,29.0,6159.0,1309.0,2350.0,1610.0,2556.0,1.06890574215,12394017.1777,884.465651729,276.0,276.0,0.0,511286131.607,1852485.98408,0.0,0.0
ple1,3697.0,2162.0,410.0,478.0,647.0,129.0,3742.0,17653.0,50.0,2133.0,1919.0,5615.0,3588.0,4348.0,0.95505037458,10018507.0,567.524330142,124.0,124.0,0.0,147366293.274,1188437.84898,0.0,0.0
her1,88.0,16.0,29.0,24.0,19.0,2.0,88.0,1271.0,1.0,128.0,230.0,220.0,373.0,319.0,0.977777777778,535491.0,421.314712825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pit1,5282.0,2816.0,991.0,808.0,667.0,2325.0,3144.0,4135.0,1.0,432.0,566.0,396.0,1309.0,1431.0,0.965807277382,2887563.07603,698.322388399,162.0,162.0,0.0,48438303.5313,299001.87365,0.0,0.0
fre3,7853.0,1816.0,2046.0,1943.0,2048.0,2841.0,4598.0,5438.0,16.0,834.0,666.0,1084.0,1526.0,1312.0,1.05565264148,3419128.81212,628.74748292,8.0,8.0,0.0,5486234.90856,685779.36357,0.0,0.0
sfo9_a,4193.0,2315.0,640.0,582.0,656.0,0.0,4562.0,7954.0,3.0,631.0,126.0,4067.0,2291.0,836.0,0.0,6246849.0,785.372014081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ric2,6454.0,3594.0,1035.0,863.0,962.0,1714.0,4874.0,14774.0,7.0,1988.0,747.0,4914.0,3993.0,3125.0,0.979659987857,8963951.31516,606.738277729,295.0,295.0,0.0,188780413.235,639933.604187,0.0,0.0
sfo10,14559.0,6602.0,2733.0,2396.0,2828.0,4287.0,10974.0,8224.0,3.0,146.0,1297.0,1122.0,4035.0,1621.0,0.954000393159,4345631.3558,528.40848198,8.0,8.0,0.0,6104629.48886,763078.686108,0.0,0.0
ccc1,578.0,147.0,129.0,140.0,162.0,67.0,533.0,5717.0,11.0,245.0,490.0,1750.0,1867.0,1354.0,0.963333333333,2916336.0,510.116494665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spa1,1761.0,567.0,571.0,352.0,271.0,145.0,1647.0,5427.0,1.0,275.0,670.0,548.0,2816.0,1117.0,0.982700892857,2606582.6237,480.298990917,6.0,6.0,0.0,1860164.71615,310027.452691,0.0,0.0
wal1,7532.0,2191.0,1733.0,1666.0,1942.0,662.0,7232.0,29884.0,22.0,1546.0,3063.0,9628.0,10871.0,4754.0,0.954142386623,12877169.0,430.905133182,96.0,96.0,0.0,34722972.4855,361697.630057,0.0,0.0
pit2,2221.0,705.0,575.0,471.0,470.0,1247.0,1061.0,763.0,1.0,100.0,81.0,87.0,225.0,269.0,0.962305025997,510634.764436,669.246087073,10.0,10.0,0.0,3064131.42829,306413.142829,0.0,0.0
sfo9_b,4271.0,1518.0,1052.0,851.0,850.0,2117.0,2421.0,4405.0,2.0,188.0,581.0,639.0,1666.0,1329.0,0.941163508153,2243455.0,509.29738933,5.0,5.0,0.0,2227632.80596,445526.561192,0.0,0.0
sjo7,12284.0,4589.0,2301.0,2465.0,2929.0,3348.0,9375.0,11467.0,22.0,871.0,2032.0,1998.0,4273.0,2271.0,0.965495559223,6318417.52743,551.008766672,303.0,303.0,0.0,60545892.558,199821.427584,0.0,0.0
ccc2,2054.0,1241.0,361.0,255.0,197.0,795.0,1348.0,2011.0,19.0,544.0,304.0,257.0,241.0,646.0,0.958469435371,1722677.0,856.627051218,93.0,93.0,0.0,36535877.0558,392858.893073,0.0,0.0
pal1,817.0,288.0,162.0,171.0,196.0,51.0,753.0,4669.0,1.0,318.0,256.0,1469.0,1665.0,960.0,1.01616915423,1867637.0,400.007924609,14.0,14.0,0.0,5020837.67248,358631.26232,0.0,0.0
sfo12,28283.0,6008.0,7561.0,6341.0,8373.0,13064.0,15659.0,14276.0,7.0,517.0,1581.0,2172.0,6058.0,3941.0,0.984681265884,8692535.23305,608.891512542,28.0,28.0,0.0,54668046.561,1952430.23432,0.0,0.0
hay1,591.0,211.0,158.0,107.0,115.0,276.0,206.0,366.0,0.0,21.0,36.0,46.0,85.0,178.0,1.22614107884,338300.0,924.316939891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sjo8,8002.0,3602.0,1514.0,1508.0,1378.0,2455.0,5847.0,3718.0,0.0,424.0,497.0,439.0,1365.0,993.0,0.963864129126,2405084.83022,646.875962942,321.0,321.0,0.0,49080357.9838,152898.311476,0.0,0.0
wcc1_g,196.0,32.0,51.0,48.0,65.0,68.0,132.0,64.0,0.0,18.0,10.0,8.0,17.0,11.0,0.98,30875.0,482.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oak1,4326.0,4037.0,86.0,86.0,117.0,190.0,3804.0,779.0,4.0,61.0,237.0,124.0,192.0,161.0,1.08312468703,1694826.24795,2175.64345051,361.0,361.0,0.0,223655926.812,619545.503634,0.0,0.0
sar2,387.0,155.0,37.0,74.0,121.0,0.0,401.0,12451.0,20.0,801.0,560.0,4402.0,2158.0,4510.0,0.0,6270303.0,503.598345514,11.0,11.0,0.0,9659094.91898,878099.538089,0.0,0.0
okd1,46232.0,14792.0,13535.0,9737.0,8168.0,20567.0,25782.0,16893.0,83.0,1463.0,1649.0,2528.0,6875.0,4295.0,0.997475673693,11004447.8212,651.420577823,185.0,185.0,0.0,83868525.3369,453343.3802,0.0,0.0
sfo3,103783.0,31764.0,25038.0,20581.0,26400.0,2434.0,103315.0,322970.0,272.0,9059.0,11522.0,153378.0,94467.0,54272.0,0.981408807648,160159612.878,495.896253143,551.0,551.0,0.0,346721503.867,629258.627709,0.0,0.0
clo1,1142.0,490.0,209.0,186.0,257.0,684.0,560.0,514.0,17.0,122.0,53.0,63.0,134.0,125.0,0.918006430868,208100.0,404.86381323,26.0,26.0,0.0,12446933.5505,478728.21348,0.0,0.0
sfo8,7716.0,4419.0,1610.0,1060.0,627.0,144.0,8522.0,302.0,0.0,16.0,8.0,25.0,85.0,168.0,0.890376182783,351200.0,1162.91390728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dan1,1761.0,531.0,314.0,357.0,559.0,713.0,1066.0,6793.0,18.0,328.0,910.0,2082.0,2074.0,1381.0,0.989881956155,2884334.0,424.603856912,34.0,34.0,0.0,9724574.00211,286016.882415,0.0,0.0
aca1,514.0,161.0,107.0,112.0,134.0,195.0,265.0,1471.0,46.0,183.0,483.0,121.0,353.0,285.0,1.11739130435,925194.0,628.955812373,9.0,9.0,0.0,3447856.01011,383095.112235,0.0,0.0
fai2,926.0,668.0,91.0,89.0,78.0,830.0,1.0,99.0,0.0,32.0,8.0,12.0,20.0,27.0,1.11432009627,138149.0,1395.44444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sro3,3197.0,1170.0,648.0,631.0,748.0,2044.0,1317.0,2731.0,17.0,666.0,407.0,432.0,571.0,638.0,0.951204998512,2092592.72991,766.236810659,29.0,29.0,0.0,7101410.28089,244876.216582,0.0,0.0
con2,6078.0,2956.0,1213.0,990.0,919.0,323.0,6058.0,13137.0,7.0,732.0,1156.0,3719.0,4194.0,3329.0,0.952515279737,5616473.0,427.530867017,285.0,285.0,0.0,53913187.4224,189169.078675,0.0,0.0
okd8,9807.0,3137.0,2781.0,2009.0,1880.0,4553.0,4853.0,8893.0,9.0,1989.0,732.0,1091.0,3171.0,1901.0,1.04263236232,4792304.05531,538.884971923,49.0,49.0,0.0,27666952.2727,564631.679035,0.0,0.0
okd7,16004.0,8952.0,3278.0,2207.0,1567.0,3872.0,12070.0,13928.0,5.0,2298.0,997.0,2047.0,3766.0,4815.0,1.00388909798,9615629.52294,690.381212158,344.0,344.0,0.0,129297680.775,375865.35109,0.0,0.0
pin1,480.0,201.0,119.0,90.0,70.0,288.0,209.0,3541.0,8.0,559.0,387.0,542.0,1285.0,760.0,0.965794768612,1877539.0,530.228466535,17.0,17.0,0.0,3375891.20098,198581.835352,0.0,0.0
sjo4,28467.0,12632.0,4722.0,5286.0,5827.0,5929.0,23515.0,28303.0,38.0,1981.0,1992.0,5013.0,6475.0,12804.0,0.96681836707,12969428.7264,458.235124418,976.0,976.0,0.0,176856596.593,181205.529296,0.0,0.0
sfo6,2310.0,1234.0,388.0,303.0,385.0,87.0,2295.0,29238.0,15.0,1829.0,1036.0,10856.0,10185.0,5317.0,0.969773299748,14743505.0,504.258328203,54.0,54.0,0.0,35993299.1764,666542.577341,0.0,0.0
scl2,1143.0,948.0,53.0,60.0,82.0,51.0,1096.0,4602.0,6.0,1403.0,204.0,1141.0,900.0,948.0,0.996512641674,2577131.0,560.002390265,108.0,108.0,0.0,16484693.3489,152636.049527,0.0,0.0
sfo4,47958.0,16460.0,9854.0,8963.0,12681.0,4617.0,44328.0,98138.0,60.0,5746.0,5708.0,23374.0,36797.0,26453.0,0.979834508121,53270242.8287,542.809541958,638.0,638.0,0.0,403642460.365,632668.433175,0.0,0.0
sjo1,8899.0,4311.0,1139.0,1505.0,1944.0,467.0,8779.0,36697.0,41.0,2018.0,1662.0,12845.0,9918.0,10213.0,0.962470257409,14116186.0,384.668665013,342.0,342.0,0.0,67192094.0676,196468.111309,0.0,0.0
oak3,241.0,64.0,55.0,55.0,67.0,217.0,34.0,102.0,1.0,6.0,16.0,20.0,36.0,23.0,0.96015936255,84964.0,832.980392157,3.0,3.0,0.0,2932957.45496,977652.484985,0.0,0.0
plh2,898.0,219.0,277.0,203.0,199.0,127.0,764.0,6632.0,11.0,321.0,905.0,1716.0,2225.0,1454.0,1.00785634119,3528210.0,531.997889023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vta1_c,1339.0,437.0,217.0,282.0,403.0,301.0,1114.0,2578.0,20.0,74.0,435.0,507.0,984.0,558.0,0.94628975265,1301516.0,504.854926299,23.0,23.0,0.0,681806.124398,29643.744539,0.0,0.0
